Policy Type Name,a_group,Insured'S Gender,perfecture_name,address Count
Dread Disease W.L.,61-64,1,Fukuoka,1
Dread Disease W.L.,61-64,1,Fukushima,1
Dread Disease W.L.,61-64,1,Gifu,2
Dread Disease W.L.,61-64,1,Gunma,1
Dread Disease W.L.,61-64,1,Ibaraki,1
Dread Disease W.L.,61-64,1,Kanagawa,4
Dread Disease W.L.,61-64,1,Kumamoto,1
Dread Disease W.L.,61-64,1,Miyagi,1
Dread Disease W.L.,61-64,1,Miyazaki,1
Dread Disease W.L.,61-64,1,Naoasaki,1
Dread Disease W.L.,61-64,1,Niigata,1
Dread Disease W.L.,61-64,1,Osaka,3
Dread Disease W.L.,61-64,1,Saitama,1
Dread Disease W.L.,61-64,1,Shimane,1
Dread Disease W.L.,61-64,1,Tokyo,5
Dread Disease W.L.,61-64,1,Toyama,1
Dread Disease W.L.,61-64,1,Wakayama,1
Dread Disease W.L.,61-64,1,Yamaguchi,1
Dread Disease W.L.,61-64,2,Aichi,1
Dread Disease W.L.,61-64,2,Chiba,2
Dread Disease W.L.,61-64,2,Fukuoka,1
Dread Disease W.L.,61-64,2,Hiroshima,1
Dread Disease W.L.,61-64,2,Hokkaido,1
Dread Disease W.L.,61-64,2,Hyōgo,2
Dread Disease W.L.,61-64,2,Ishikawa,1
Dread Disease W.L.,61-64,2,Kagoshima,1
Dread Disease W.L.,61-64,2,Kanagawa,2
Dread Disease W.L.,61-64,2,Miyagi,1
Dread Disease W.L.,61-64,2,Okayama,1
Dread Disease W.L.,61-64,2,Saitama,1
Dread Disease W.L.,61-64,2,Shizuoka,2
Dread Disease W.L.,61-64,2,Tokyo,4
Dread Disease W.L.,61-64,2,Yamanashi,1
Dread Disease W.L.,greater than 64,1,Aomori,1
Dread Disease W.L.,greater than 64,1,Fukui,1
Dread Disease W.L.,greater than 64,1,Fukuoka,1
Dread Disease W.L.,greater than 64,1,Gifu,1
Dread Disease W.L.,greater than 64,1,Gunma,1
Dread Disease W.L.,greater than 64,1,Hokkaido,1
Dread Disease W.L.,greater than 64,1,Ibaraki,1
Dread Disease W.L.,greater than 64,1,Kanagawa,1
Dread Disease W.L.,greater than 64,1,Kyoto,1
Dread Disease W.L.,greater than 64,1,Mie,1
Dread Disease W.L.,greater than 64,1,Nagano,1
Dread Disease W.L.,greater than 64,1,Osaka,1
Dread Disease W.L.,greater than 64,1,Tochigi,1
Dread Disease W.L.,greater than 64,1,Tokyo,6
Dread Disease W.L.,greater than 64,2,Aichi,1
Dread Disease W.L.,greater than 64,2,Ehime,1
Dread Disease W.L.,greater than 64,2,Hokkaido,1
Dread Disease W.L.,greater than 64,2,Kanagawa,1
Dread Disease W.L.,greater than 64,2,Kyoto,1
Dread Disease W.L.,greater than 64,2,Mie,1
Dread Disease W.L.,greater than 64,2,Nara,1
Dread Disease W.L.,greater than 64,2,Okayama,1
Dread Disease W.L.,greater than 64,2,Tochigi,1
Dread Disease W.L.,greater than 64,2,Tokyo,1
Endowment,18-22,1,Aichi,13
Endowment,18-22,1,Akita,4
Endowment,18-22,1,Aomori,13
Endowment,18-22,1,Chiba,24
Endowment,18-22,1,Ehime,5
Endowment,18-22,1,Fukui,9
Endowment,18-22,1,Fukuoka,31
Endowment,18-22,1,Fukushima,4
Endowment,18-22,1,Gifu,15
Endowment,18-22,1,Gunma,16
Endowment,18-22,1,Hiroshima,33
Endowment,18-22,1,Hokkaido,28
Endowment,18-22,1,Hyōgo,174
Endowment,18-22,1,Ibaraki,12
Endowment,18-22,1,Ishikawa,15
Endowment,18-22,1,Kagawa,5
Endowment,18-22,1,Kagoshima,10
Endowment,18-22,1,Kanagawa,30
Endowment,18-22,1,Kochi,3
Endowment,18-22,1,Kumamoto,55
Endowment,18-22,1,Kyoto,20
Endowment,18-22,1,Mie,4
Endowment,18-22,1,Miyagi,31
Endowment,18-22,1,Miyazaki,6
Endowment,18-22,1,Nagano,50
Endowment,18-22,1,Naoasaki,9
Endowment,18-22,1,Nara,17
Endowment,18-22,1,Niigata,7
Endowment,18-22,1,Oita,4
Endowment,18-22,1,Okayama,11
Endowment,18-22,1,Okinawa,3
Endowment,18-22,1,Osaka,28
Endowment,18-22,1,Saga,1
Endowment,18-22,1,Saitama,15
Endowment,18-22,1,Shiga,2
Endowment,18-22,1,Shimane,1
Endowment,18-22,1,Shizuoka,16
Endowment,18-22,1,Tochigi,11
Endowment,18-22,1,Tokushima,6
Endowment,18-22,1,Tokyo,117
Endowment,18-22,1,Toyama,11
Endowment,18-22,1,Wakayama,5
Endowment,18-22,1,Yamagata,13
Endowment,18-22,1,Yamaguchi,15
Endowment,18-22,1,Yamanashi,3
Endowment,18-22,2,Aichi,16
Endowment,18-22,2,Akita,7
Endowment,18-22,2,Aomori,7
Endowment,18-22,2,Chiba,26
Endowment,18-22,2,Ehime,5
Endowment,18-22,2,Fukui,6
Endowment,18-22,2,Fukuoka,52
Endowment,18-22,2,Fukushima,7
Endowment,18-22,2,Gifu,12
Endowment,18-22,2,Gunma,29
Endowment,18-22,2,Hiroshima,31
Endowment,18-22,2,Hokkaido,17
Endowment,18-22,2,Hyōgo,52
Endowment,18-22,2,Ibaraki,18
Endowment,18-22,2,Ishikawa,5
Endowment,18-22,2,Kagawa,9
Endowment,18-22,2,Kagoshima,19
Endowment,18-22,2,Kanagawa,43
Endowment,18-22,2,Kochi,10
Endowment,18-22,2,Kumamoto,25
Endowment,18-22,2,Kyoto,12
Endowment,18-22,2,Mie,2
Endowment,18-22,2,Miyagi,41
Endowment,18-22,2,Miyazaki,12
Endowment,18-22,2,Nagano,47
Endowment,18-22,2,Naoasaki,1
Endowment,18-22,2,Nara,8
Endowment,18-22,2,Niigata,8
Endowment,18-22,2,Oita,12
Endowment,18-22,2,Okayama,29
Endowment,18-22,2,Okinawa,2
Endowment,18-22,2,Osaka,40
Endowment,18-22,2,Saga,2
Endowment,18-22,2,Saitama,30
Endowment,18-22,2,Shiga,7
Endowment,18-22,2,Shimane,1
Endowment,18-22,2,Shizuoka,31
Endowment,18-22,2,Tochigi,7
Endowment,18-22,2,Tokushima,2
Endowment,18-22,2,Tokyo,98
Endowment,18-22,2,Tottori,1
Endowment,18-22,2,Toyama,10
Endowment,18-22,2,Wakayama,2
Endowment,18-22,2,Yamagata,8
Endowment,18-22,2,Yamaguchi,8
Endowment,18-22,2,Yamanashi,2
Endowment,23-30,1,Aichi,144
Endowment,23-30,1,Akita,16
Endowment,23-30,1,Aomori,28
Endowment,23-30,1,Chiba,52
Endowment,23-30,1,Ehime,10
Endowment,23-30,1,Fukui,13
Endowment,23-30,1,Fukuoka,80
Endowment,23-30,1,Fukushima,11
Endowment,23-30,1,Gifu,21
Endowment,23-30,1,Gunma,35
Endowment,23-30,1,Hiroshima,114
Endowment,23-30,1,Hokkaido,51
Endowment,23-30,1,Hyōgo,481
Endowment,23-30,1,Ibaraki,34
Endowment,23-30,1,Ishikawa,38
Endowment,23-30,1,Kagawa,12
Endowment,23-30,1,Kagoshima,19
Endowment,23-30,1,Kanagawa,95
Endowment,23-30,1,Kochi,4
Endowment,23-30,1,Kumamoto,69
Endowment,23-30,1,Kyoto,67
Endowment,23-30,1,Mie,6
Endowment,23-30,1,Miyagi,37
Endowment,23-30,1,Miyazaki,29
Endowment,23-30,1,Nagano,87
Endowment,23-30,1,Naoasaki,16
Endowment,23-30,1,Nara,45
Endowment,23-30,1,Niigata,17
Endowment,23-30,1,Oita,28
Endowment,23-30,1,Okayama,17
Endowment,23-30,1,Okinawa,4
Endowment,23-30,1,Osaka,503
Endowment,23-30,1,Saga,3
Endowment,23-30,1,Saitama,54
Endowment,23-30,1,Shiga,6
Endowment,23-30,1,Shimane,2
Endowment,23-30,1,Shizuoka,49
Endowment,23-30,1,Tochigi,12
Endowment,23-30,1,Tokushima,18
Endowment,23-30,1,Tokyo,327
Endowment,23-30,1,Toyama,22
Endowment,23-30,1,Wakayama,13
Endowment,23-30,1,Yamagata,25
Endowment,23-30,1,Yamaguchi,16
Endowment,23-30,1,Yamanashi,6
Endowment,23-30,2,Aichi,63
Endowment,23-30,2,Akita,20
Endowment,23-30,2,Aomori,27
Endowment,23-30,2,Chiba,48
Endowment,23-30,2,Ehime,4
Endowment,23-30,2,Fukui,15
Endowment,23-30,2,Fukuoka,59
Endowment,23-30,2,Fukushima,15
Endowment,23-30,2,Gifu,15
Endowment,23-30,2,Gunma,21
Endowment,23-30,2,Hiroshima,44
Endowment,23-30,2,Hokkaido,29
Endowment,23-30,2,Hyōgo,129
Endowment,23-30,2,Ibaraki,26
Endowment,23-30,2,Ishikawa,23
Endowment,23-30,2,Kagawa,10
Endowment,23-30,2,Kagoshima,17
Endowment,23-30,2,Kanagawa,70
Endowment,23-30,2,Kochi,3
Endowment,23-30,2,Kumamoto,45
Endowment,23-30,2,Kyoto,48
Endowment,23-30,2,Mie,3
Endowment,23-30,2,Miyagi,54
Endowment,23-30,2,Miyazaki,23
Endowment,23-30,2,Nagano,43
Endowment,23-30,2,Naoasaki,5
Endowment,23-30,2,Nara,12
Endowment,23-30,2,Niigata,26
Endowment,23-30,2,Oita,16
Endowment,23-30,2,Okayama,41
Endowment,23-30,2,Okinawa,5
Endowment,23-30,2,Osaka,195
Endowment,23-30,2,Saga,3
Endowment,23-30,2,Saitama,46
Endowment,23-30,2,Shiga,12
Endowment,23-30,2,Shizuoka,48
Endowment,23-30,2,Tochigi,14
Endowment,23-30,2,Tokushima,7
Endowment,23-30,2,Tokyo,242
Endowment,23-30,2,Tottori,2
Endowment,23-30,2,Toyama,21
Endowment,23-30,2,Wakayama,6
Endowment,23-30,2,Yamagata,17
Endowment,23-30,2,Yamaguchi,7
Endowment,23-30,2,Yamanashi,7
Endowment,31-40,1,Aichi,219
Endowment,31-40,1,Akita,28
Endowment,31-40,1,Aomori,38
Endowment,31-40,1,Chiba,33
Endowment,31-40,1,Ehime,8
Endowment,31-40,1,Fukui,20
Endowment,31-40,1,Fukuoka,100
Endowment,31-40,1,Fukushima,17
Endowment,31-40,1,Gifu,17
Endowment,31-40,1,Gunma,40
Endowment,31-40,1,Hiroshima,91
Endowment,31-40,1,Hokkaido,47
Endowment,31-40,1,Hyōgo,469
Endowment,31-40,1,Ibaraki,55
Endowment,31-40,1,Ishikawa,39
Endowment,31-40,1,Kagawa,16
Endowment,31-40,1,Kagoshima,22
Endowment,31-40,1,Kanagawa,101
Endowment,31-40,1,Kochi,3
Endowment,31-40,1,Kumamoto,76
Endowment,31-40,1,Kyoto,69
Endowment,31-40,1,Mie,3
Endowment,31-40,1,Miyagi,45
Endowment,31-40,1,Miyazaki,82
Endowment,31-40,1,Nagano,126
Endowment,31-40,1,Naoasaki,11
Endowment,31-40,1,Nara,42
Endowment,31-40,1,Niigata,25
Endowment,31-40,1,Oita,45
Endowment,31-40,1,Okayama,26
Endowment,31-40,1,Okinawa,5
Endowment,31-40,1,Osaka,421
Endowment,31-40,1,Saga,4
Endowment,31-40,1,Saitama,49
Endowment,31-40,1,Shiga,15
Endowment,31-40,1,Shimane,5
Endowment,31-40,1,Shizuoka,77
Endowment,31-40,1,Tochigi,21
Endowment,31-40,1,Tokushima,10
Endowment,31-40,1,Tokyo,377
Endowment,31-40,1,Tottori,3
Endowment,31-40,1,Toyama,26
Endowment,31-40,1,Wakayama,14
Endowment,31-40,1,Yamagata,33
Endowment,31-40,1,Yamaguchi,25
Endowment,31-40,1,Yamanashi,9
Endowment,31-40,2,Aichi,40
Endowment,31-40,2,Akita,23
Endowment,31-40,2,Aomori,35
Endowment,31-40,2,Chiba,43
Endowment,31-40,2,Ehime,6
Endowment,31-40,2,Fukui,16
Endowment,31-40,2,Fukuoka,75
Endowment,31-40,2,Fukushima,23
Endowment,31-40,2,Gifu,13
Endowment,31-40,2,Gunma,33
Endowment,31-40,2,Hiroshima,42
Endowment,31-40,2,Hokkaido,23
Endowment,31-40,2,Hyōgo,64
Endowment,31-40,2,Ibaraki,29
Endowment,31-40,2,Ishikawa,20
Endowment,31-40,2,Kagawa,11
Endowment,31-40,2,Kagoshima,32
Endowment,31-40,2,Kanagawa,102
Endowment,31-40,2,Kochi,11
Endowment,31-40,2,Kumamoto,53
Endowment,31-40,2,Kyoto,29
Endowment,31-40,2,Mie,1
Endowment,31-40,2,Miyagi,43
Endowment,31-40,2,Miyazaki,51
Endowment,31-40,2,Nagano,50
Endowment,31-40,2,Naoasaki,7
Endowment,31-40,2,Nara,24
Endowment,31-40,2,Niigata,30
Endowment,31-40,2,Oita,18
Endowment,31-40,2,Okayama,30
Endowment,31-40,2,Okinawa,3
Endowment,31-40,2,Osaka,103
Endowment,31-40,2,Saga,5
Endowment,31-40,2,Saitama,39
Endowment,31-40,2,Shiga,16
Endowment,31-40,2,Shimane,2
Endowment,31-40,2,Shizuoka,54
Endowment,31-40,2,Tochigi,9
Endowment,31-40,2,Tokushima,3
Endowment,31-40,2,Tokyo,194
Endowment,31-40,2,Tottori,4
Endowment,31-40,2,Toyama,32
Endowment,31-40,2,Wakayama,5
Endowment,31-40,2,Yamagata,38
Endowment,31-40,2,Yamaguchi,8
Endowment,31-40,2,Yamanashi,8
Endowment,41-50,1,Aichi,88
Endowment,41-50,1,Akita,29
Endowment,41-50,1,Aomori,21
Endowment,41-50,1,Chiba,53
Endowment,41-50,1,Ehime,18
Endowment,41-50,1,Fukui,23
Endowment,41-50,1,Fukuoka,105
Endowment,41-50,1,Fukushima,34
Endowment,41-50,1,Gifu,26
Endowment,41-50,1,Gunma,43
Endowment,41-50,1,Hiroshima,78
Endowment,41-50,1,Hokkaido,49
Endowment,41-50,1,Hyōgo,358
Endowment,41-50,1,Ibaraki,51
Endowment,41-50,1,Ishikawa,39
Endowment,41-50,1,Kagawa,10
Endowment,41-50,1,Kagoshima,27
Endowment,41-50,1,Kanagawa,79
Endowment,41-50,1,Kochi,3
Endowment,41-50,1,Kumamoto,69
Endowment,41-50,1,Kyoto,53
Endowment,41-50,1,Mie,1
Endowment,41-50,1,Miyagi,43
Endowment,41-50,1,Miyazaki,109
Endowment,41-50,1,Nagano,180
Endowment,41-50,1,Naoasaki,18
Endowment,41-50,1,Nara,28
Endowment,41-50,1,Niigata,39
Endowment,41-50,1,Oita,22
Endowment,41-50,1,Okayama,10
Endowment,41-50,1,Okinawa,2
Endowment,41-50,1,Osaka,431
Endowment,41-50,1,Saga,3
Endowment,41-50,1,Saitama,58
Endowment,41-50,1,Shiga,17
Endowment,41-50,1,Shimane,6
Endowment,41-50,1,Shizuoka,68
Endowment,41-50,1,Tochigi,19
Endowment,41-50,1,Tokushima,12
Endowment,41-50,1,Tokyo,344
Endowment,41-50,1,Tottori,3
Endowment,41-50,1,Toyama,37
Endowment,41-50,1,Wakayama,16
Endowment,41-50,1,Yamagata,40
Endowment,41-50,1,Yamaguchi,39
Endowment,41-50,1,Yamanashi,2
Endowment,41-50,2,Aichi,26
Endowment,41-50,2,Akita,15
Endowment,41-50,2,Aomori,40
Endowment,41-50,2,Chiba,55
Endowment,41-50,2,Ehime,7
Endowment,41-50,2,Fukui,41
Endowment,41-50,2,Fukuoka,72
Endowment,41-50,2,Fukushima,31
Endowment,41-50,2,Gifu,12
Endowment,41-50,2,Gunma,38
Endowment,41-50,2,Hiroshima,58
Endowment,41-50,2,Hokkaido,23
Endowment,41-50,2,Hyōgo,56
Endowment,41-50,2,Ibaraki,26
Endowment,41-50,2,Ishikawa,20
Endowment,41-50,2,Kagawa,7
Endowment,41-50,2,Kagoshima,38
Endowment,41-50,2,Kanagawa,129
Endowment,41-50,2,Kochi,19
Endowment,41-50,2,Kumamoto,67
Endowment,41-50,2,Kyoto,56
Endowment,41-50,2,Mie,3
Endowment,41-50,2,Miyagi,39
Endowment,41-50,2,Miyazaki,56
Endowment,41-50,2,Nagano,55
Endowment,41-50,2,Naoasaki,9
Endowment,41-50,2,Nara,19
Endowment,41-50,2,Niigata,24
Endowment,41-50,2,Oita,59
Endowment,41-50,2,Okayama,18
Endowment,41-50,2,Okinawa,5
Endowment,41-50,2,Osaka,83
Endowment,41-50,2,Saga,4
Endowment,41-50,2,Saitama,49
Endowment,41-50,2,Shiga,26
Endowment,41-50,2,Shizuoka,40
Endowment,41-50,2,Tochigi,8
Endowment,41-50,2,Tokushima,4
Endowment,41-50,2,Tokyo,176
Endowment,41-50,2,Tottori,5
Endowment,41-50,2,Toyama,28
Endowment,41-50,2,Wakayama,6
Endowment,41-50,2,Yamagata,63
Endowment,41-50,2,Yamaguchi,28
Endowment,41-50,2,Yamanashi,1
Endowment,51-60,1,Aichi,27
Endowment,51-60,1,Akita,14
Endowment,51-60,1,Aomori,16
Endowment,51-60,1,Chiba,26
Endowment,51-60,1,Ehime,12
Endowment,51-60,1,Fukui,15
Endowment,51-60,1,Fukuoka,46
Endowment,51-60,1,Fukushima,19
Endowment,51-60,1,Gifu,22
Endowment,51-60,1,Gunma,29
Endowment,51-60,1,Hiroshima,38
Endowment,51-60,1,Hokkaido,38
Endowment,51-60,1,Hyōgo,81
Endowment,51-60,1,Ibaraki,26
Endowment,51-60,1,Ishikawa,27
Endowment,51-60,1,Kagawa,7
Endowment,51-60,1,Kagoshima,21
Endowment,51-60,1,Kanagawa,49
Endowment,51-60,1,Kochi,3
Endowment,51-60,1,Kumamoto,45
Endowment,51-60,1,Kyoto,48
Endowment,51-60,1,Mie,2
Endowment,51-60,1,Miyagi,29
Endowment,51-60,1,Miyazaki,38
Endowment,51-60,1,Nagano,114
Endowment,51-60,1,Naoasaki,25
Endowment,51-60,1,Nara,16
Endowment,51-60,1,Niigata,22
Endowment,51-60,1,Oita,4
Endowment,51-60,1,Okayama,16
Endowment,51-60,1,Okinawa,3
Endowment,51-60,1,Osaka,65
Endowment,51-60,1,Saga,3
Endowment,51-60,1,Saitama,37
Endowment,51-60,1,Shiga,9
Endowment,51-60,1,Shimane,6
Endowment,51-60,1,Shizuoka,42
Endowment,51-60,1,Tochigi,18
Endowment,51-60,1,Tokushima,4
Endowment,51-60,1,Tokyo,228
Endowment,51-60,1,Tottori,2
Endowment,51-60,1,Toyama,16
Endowment,51-60,1,Wakayama,5
Endowment,51-60,1,Yamagata,24
Endowment,51-60,1,Yamaguchi,19
Endowment,51-60,1,Yamanashi,2
Endowment,51-60,2,Aichi,23
Endowment,51-60,2,Akita,6
Endowment,51-60,2,Aomori,15
Endowment,51-60,2,Chiba,22
Endowment,51-60,2,Ehime,4
Endowment,51-60,2,Fukui,29
Endowment,51-60,2,Fukuoka,36
Endowment,51-60,2,Fukushima,5
Endowment,51-60,2,Gifu,13
Endowment,51-60,2,Gunma,16
Endowment,51-60,2,Hiroshima,26
Endowment,51-60,2,Hokkaido,10
Endowment,51-60,2,Hyōgo,25
Endowment,51-60,2,Ibaraki,22
Endowment,51-60,2,Ishikawa,11
Endowment,51-60,2,Kagawa,13
Endowment,51-60,2,Kagoshima,25
Endowment,51-60,2,Kanagawa,41
Endowment,51-60,2,Kochi,2
Endowment,51-60,2,Kumamoto,24
Endowment,51-60,2,Kyoto,23
Endowment,51-60,2,Mie,1
Endowment,51-60,2,Miyagi,18
Endowment,51-60,2,Miyazaki,17
Endowment,51-60,2,Nagano,43
Endowment,51-60,2,Naoasaki,11
Endowment,51-60,2,Nara,16
Endowment,51-60,2,Niigata,7
Endowment,51-60,2,Oita,19
Endowment,51-60,2,Okayama,17
Endowment,51-60,2,Okinawa,3
Endowment,51-60,2,Osaka,48
Endowment,51-60,2,Saga,3
Endowment,51-60,2,Saitama,32
Endowment,51-60,2,Shiga,15
Endowment,51-60,2,Shimane,1
Endowment,51-60,2,Shizuoka,38
Endowment,51-60,2,Tochigi,14
Endowment,51-60,2,Tokushima,1
Endowment,51-60,2,Tokyo,102
Endowment,51-60,2,Tottori,1
Endowment,51-60,2,Toyama,16
Endowment,51-60,2,Wakayama,2
Endowment,51-60,2,Yamagata,12
Endowment,51-60,2,Yamaguchi,8
Endowment,51-60,2,Yamanashi,2
Endowment,61-64,1,Aichi,1
Endowment,61-64,1,Akita,4
Endowment,61-64,1,Aomori,3
Endowment,61-64,1,Chiba,2
Endowment,61-64,1,Ehime,2
Endowment,61-64,1,Fukui,1
Endowment,61-64,1,Fukuoka,7
Endowment,61-64,1,Fukushima,2
Endowment,61-64,1,Gifu,1
Endowment,61-64,1,Gunma,5
Endowment,61-64,1,Hiroshima,9
Endowment,61-64,1,Hokkaido,15
Endowment,61-64,1,Hyōgo,5
Endowment,61-64,1,Ibaraki,2
Endowment,61-64,1,Ishikawa,4
Endowment,61-64,1,Kagawa,5
Endowment,61-64,1,Kagoshima,1
Endowment,61-64,1,Kanagawa,8
Endowment,61-64,1,Kochi,1
Endowment,61-64,1,Kumamoto,5
Endowment,61-64,1,Kyoto,9
Endowment,61-64,1,Miyagi,8
Endowment,61-64,1,Miyazaki,7
Endowment,61-64,1,Nagano,12
Endowment,61-64,1,Naoasaki,6
Endowment,61-64,1,Nara,1
Endowment,61-64,1,Niigata,4
Endowment,61-64,1,Okayama,3
Endowment,61-64,1,Okinawa,1
Endowment,61-64,1,Osaka,5
Endowment,61-64,1,Saitama,5
Endowment,61-64,1,Shiga,1
Endowment,61-64,1,Shimane,1
Endowment,61-64,1,Shizuoka,4
Endowment,61-64,1,Tochigi,1
Endowment,61-64,1,Tokyo,68
Endowment,61-64,1,Toyama,2
Endowment,61-64,1,Wakayama,1
Endowment,61-64,1,Yamagata,2
Endowment,61-64,1,Yamaguchi,5
Endowment,61-64,2,Aichi,1
Endowment,61-64,2,Akita,2
Endowment,61-64,2,Chiba,5
Endowment,61-64,2,Fukui,2
Endowment,61-64,2,Fukuoka,6
Endowment,61-64,2,Fukushima,5
Endowment,61-64,2,Gifu,2
Endowment,61-64,2,Gunma,2
Endowment,61-64,2,Hiroshima,3
Endowment,61-64,2,Hokkaido,1
Endowment,61-64,2,Hyōgo,7
Endowment,61-64,2,Ibaraki,3
Endowment,61-64,2,Ishikawa,2
Endowment,61-64,2,Kagoshima,2
Endowment,61-64,2,Kanagawa,2
Endowment,61-64,2,Kochi,2
Endowment,61-64,2,Kumamoto,2
Endowment,61-64,2,Kyoto,3
Endowment,61-64,2,Miyagi,4
Endowment,61-64,2,Miyazaki,5
Endowment,61-64,2,Nagano,6
Endowment,61-64,2,Naoasaki,2
Endowment,61-64,2,Nara,1
Endowment,61-64,2,Niigata,2
Endowment,61-64,2,Okayama,1
Endowment,61-64,2,Osaka,5
Endowment,61-64,2,Saitama,4
Endowment,61-64,2,Shiga,4
Endowment,61-64,2,Shizuoka,3
Endowment,61-64,2,Tochigi,5
Endowment,61-64,2,Tokyo,19
Endowment,61-64,2,Toyama,6
Endowment,61-64,2,Yamagata,4
Endowment,61-64,2,Yamaguchi,1
Endowment,greater than 64,1,Aichi,2
Endowment,greater than 64,1,Akita,2
Endowment,greater than 64,1,Chiba,7
Endowment,greater than 64,1,Fukuoka,4
Endowment,greater than 64,1,Fukushima,3
Endowment,greater than 64,1,Gifu,3
Endowment,greater than 64,1,Hiroshima,2
Endowment,greater than 64,1,Hokkaido,2
Endowment,greater than 64,1,Hyōgo,2
Endowment,greater than 64,1,Ibaraki,4
Endowment,greater than 64,1,Ishikawa,1
Endowment,greater than 64,1,Kagoshima,2
Endowment,greater than 64,1,Kanagawa,6
Endowment,greater than 64,1,Kumamoto,2
Endowment,greater than 64,1,Kyoto,2
Endowment,greater than 64,1,Miyagi,2
Endowment,greater than 64,1,Miyazaki,2
Endowment,greater than 64,1,Nagano,4
Endowment,greater than 64,1,Naoasaki,3
Endowment,greater than 64,1,Oita,1
Endowment,greater than 64,1,Osaka,6
Endowment,greater than 64,1,Saitama,1
Endowment,greater than 64,1,Shiga,1
Endowment,greater than 64,1,Shizuoka,3
Endowment,greater than 64,1,Tokyo,26
Endowment,greater than 64,1,Toyama,6
Endowment,greater than 64,1,Yamagata,1
Endowment,greater than 64,2,Aichi,3
Endowment,greater than 64,2,Aomori,1
Endowment,greater than 64,2,Chiba,6
Endowment,greater than 64,2,Fukuoka,4
Endowment,greater than 64,2,Gunma,2
Endowment,greater than 64,2,Hiroshima,6
Endowment,greater than 64,2,Hokkaido,1
Endowment,greater than 64,2,Hyōgo,4
Endowment,greater than 64,2,Ibaraki,3
Endowment,greater than 64,2,Ishikawa,1
Endowment,greater than 64,2,Kagawa,1
Endowment,greater than 64,2,Kagoshima,1
Endowment,greater than 64,2,Kanagawa,8
Endowment,greater than 64,2,Kochi,1
Endowment,greater than 64,2,Kumamoto,1
Endowment,greater than 64,2,Kyoto,1
Endowment,greater than 64,2,Mie,1
Endowment,greater than 64,2,Miyagi,1
Endowment,greater than 64,2,Nagano,3
Endowment,greater than 64,2,Naoasaki,1
Endowment,greater than 64,2,Osaka,5
Endowment,greater than 64,2,Saitama,3
Endowment,greater than 64,2,Shiga,1
Endowment,greater than 64,2,Shizuoka,1
Endowment,greater than 64,2,Tochigi,1
Endowment,greater than 64,2,Tokushima,1
Endowment,greater than 64,2,Tokyo,20
Endowment,greater than 64,2,Tottori,1
Endowment,greater than 64,2,Toyama,2
Endowment,greater than 64,2,Wakayama,1
Endowment,greater than 64,2,Yamagata,1
Female Disease,18-22,2,Aichi,2
Female Disease,18-22,2,Fukui,1
Female Disease,18-22,2,Hokkaido,1
Female Disease,18-22,2,Kanagawa,1
Female Disease,18-22,2,Kumamoto,1
Female Disease,18-22,2,Naoasaki,1
Female Disease,18-22,2,Oita,1
Female Disease,18-22,2,Okayama,1
Female Disease,18-22,2,Okinawa,1
Female Disease,18-22,2,Saitama,1
Female Disease,18-22,2,Shizuoka,1
Female Disease,18-22,2,Tokyo,2
Female Disease,18-22,2,Yamaguchi,1
Female Disease,23-30,2,Aichi,2
Female Disease,23-30,2,Chiba,8
Female Disease,23-30,2,Fukuoka,1
Female Disease,23-30,2,Fukushima,2
Female Disease,23-30,2,Gifu,2
Female Disease,23-30,2,Hokkaido,6
Female Disease,23-30,2,Hyōgo,4
Female Disease,23-30,2,Ibaraki,1
Female Disease,23-30,2,Kagoshima,4
Female Disease,23-30,2,Kanagawa,7
Female Disease,23-30,2,Kochi,1
Female Disease,23-30,2,Kyoto,1
Female Disease,23-30,2,Mie,2
Female Disease,23-30,2,Miyagi,1
Female Disease,23-30,2,Nagano,1
Female Disease,23-30,2,Nara,1
Female Disease,23-30,2,Niigata,3
Female Disease,23-30,2,Osaka,7
Female Disease,23-30,2,Saitama,4
Female Disease,23-30,2,Shiga,1
Female Disease,23-30,2,Shizuoka,1
Female Disease,23-30,2,Tochigi,4
Female Disease,23-30,2,Tokyo,21
Female Disease,23-30,2,Yamanashi,1
Female Disease,31-40,2,Aichi,8
Female Disease,31-40,2,Akita,2
Female Disease,31-40,2,Aomori,1
Female Disease,31-40,2,Chiba,5
Female Disease,31-40,2,Ehime,1
Female Disease,31-40,2,Fukuoka,3
Female Disease,31-40,2,Fukushima,4
Female Disease,31-40,2,Gifu,4
Female Disease,31-40,2,Gunma,1
Female Disease,31-40,2,Hiroshima,3
Female Disease,31-40,2,Hokkaido,10
Female Disease,31-40,2,Hyōgo,6
Female Disease,31-40,2,Ibaraki,2
Female Disease,31-40,2,Ishikawa,1
Female Disease,31-40,2,Kagawa,1
Female Disease,31-40,2,Kanagawa,10
Female Disease,31-40,2,Kumamoto,2
Female Disease,31-40,2,Mie,1
Female Disease,31-40,2,Miyagi,4
Female Disease,31-40,2,Nagano,1
Female Disease,31-40,2,Nara,2
Female Disease,31-40,2,Niigata,3
Female Disease,31-40,2,Oita,1
Female Disease,31-40,2,Okayama,2
Female Disease,31-40,2,Okinawa,2
Female Disease,31-40,2,Osaka,9
Female Disease,31-40,2,Saitama,7
Female Disease,31-40,2,Shimane,1
Female Disease,31-40,2,Shizuoka,1
Female Disease,31-40,2,Tochigi,3
