Policy Type Name,a_group,Policyholder'S_Gender,application Channel,detail,application Channel Count
J.M.I.P,41-50,1,60,Existing Policyholder,28
J.M.I.P,41-50,1,70,Group,3
J.M.I.P,41-50,1,99,Other,2
J.M.I.P,41-50,1,,,12
J.M.I.P,41-50,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),3
J.M.I.P,41-50,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),16
J.M.I.P,41-50,2,60,Existing Policyholder,17
J.M.I.P,41-50,2,70,Group,5
J.M.I.P,41-50,2,99,Other,2
J.M.I.P,41-50,2,,,5
J.M.I.P,51-60,1,25,Introduced by Agency,1
J.M.I.P,51-60,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),6
J.M.I.P,51-60,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),7
J.M.I.P,51-60,1,60,Existing Policyholder,8
J.M.I.P,51-60,1,99,Other,1
J.M.I.P,51-60,1,,,3
J.M.I.P,51-60,2,25,Introduced by Agency,1
J.M.I.P,51-60,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),3
J.M.I.P,51-60,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),12
J.M.I.P,51-60,2,60,Existing Policyholder,12
J.M.I.P,61-64,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),1
J.M.I.P,61-64,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),3
J.M.I.P,61-64,1,60,Existing Policyholder,2
J.M.I.P,61-64,1,99,Other,1
J.M.I.P,61-64,1,,,1
J.M.I.P,61-64,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),1
J.M.I.P,61-64,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),1
J.M.I.P,61-64,2,60,Existing Policyholder,2
J.M.I.P,61-64,2,70,Group,1
J.M.I.P,61-64,2,,,1
J.M.I.P,greater than 64,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),2
J.M.I.P,greater than 64,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),1
J.M.I.P,greater than 64,1,,,1
J.M.I.P,greater than 64,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),1
J.M.I.P,greater than 64,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),1
J.M.I.P,greater than 64,2,60,Existing Policyholder,2
Joint life,18-22,1,00,Migrating Special,3
Joint life,18-22,1,,,8
Joint life,18-22,2,,,4
Joint life,23-30,1,00,Migrating Special,84
Joint life,23-30,1,,,164
Joint life,23-30,2,00,Migrating Special,5
Joint life,23-30,2,,,14
Joint life,31-40,1,00,Migrating Special,101
Joint life,31-40,1,,,219
Joint life,31-40,2,00,Migrating Special,7
Joint life,31-40,2,,,27
Joint life,41-50,1,00,Migrating Special,50
Joint life,41-50,1,A1,Conversion Policy,1
Joint life,41-50,1,,,109
Joint life,41-50,2,00,Migrating Special,9
Joint life,41-50,2,,,29
Joint life,51-60,1,00,Migrating Special,16
Joint life,51-60,1,,,45
Joint life,51-60,2,,,4
Joint life,61-64,1,00,Migrating Special,1
Joint life,61-64,1,,,9
Joint life,61-64,2,,,3
Joint life,greater than 64,1,,,1
Joint life,greater than 64,2,,,2
Joint life(Flexible),18-22,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),3
Joint life(Flexible),18-22,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),9
Joint life(Flexible),18-22,1,60,Existing Policyholder,20
Joint life(Flexible),18-22,1,70,Group,1
Joint life(Flexible),18-22,1,99,Other,4
Joint life(Flexible),18-22,1,,,19
Joint life(Flexible),18-22,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),1
Joint life(Flexible),18-22,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),4
Joint life(Flexible),18-22,2,60,Existing Policyholder,16
Joint life(Flexible),18-22,2,99,Other,1
Joint life(Flexible),18-22,2,,,1
Joint life(Flexible),23-30,1,25,Introduced by Agency,6
Joint life(Flexible),23-30,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),91
Joint life(Flexible),23-30,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),25
Joint life(Flexible),23-30,1,60,Existing Policyholder,186
Joint life(Flexible),23-30,1,70,Group,6
Joint life(Flexible),23-30,1,99,Other,22
Joint life(Flexible),23-30,1,A1,Conversion Policy,1
Joint life(Flexible),23-30,1,,,193
Joint life(Flexible),23-30,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),4
Joint life(Flexible),23-30,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),11
Joint life(Flexible),23-30,2,60,Existing Policyholder,59
Joint life(Flexible),23-30,2,70,Group,1
Joint life(Flexible),23-30,2,,,10
Joint life(Flexible),31-40,1,10,apply by self,4
Joint life(Flexible),31-40,1,25,Introduced by Agency,7
Joint life(Flexible),31-40,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),102
Joint life(Flexible),31-40,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),34
Joint life(Flexible),31-40,1,60,Existing Policyholder,272
Joint life(Flexible),31-40,1,70,Group,12
Joint life(Flexible),31-40,1,99,Other,33
Joint life(Flexible),31-40,1,A1,Conversion Policy,2
Joint life(Flexible),31-40,1,,,228
Joint life(Flexible),31-40,2,10,apply by self,1
Joint life(Flexible),31-40,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),30
Joint life(Flexible),31-40,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),29
Joint life(Flexible),31-40,2,60,Existing Policyholder,126
Joint life(Flexible),31-40,2,99,Other,5
Joint life(Flexible),31-40,2,,,27
Joint life(Flexible),41-50,1,10,apply by self,1
Joint life(Flexible),41-50,1,25,Introduced by Agency,5
Joint life(Flexible),41-50,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),70
Joint life(Flexible),41-50,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),39
Joint life(Flexible),41-50,1,60,Existing Policyholder,238
Joint life(Flexible),41-50,1,70,Group,10
Joint life(Flexible),41-50,1,99,Other,22
Joint life(Flexible),41-50,1,A1,Conversion Policy,3
Joint life(Flexible),41-50,1,,,141
Joint life(Flexible),41-50,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),30
Joint life(Flexible),41-50,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),44
Joint life(Flexible),41-50,2,60,Existing Policyholder,140
Joint life(Flexible),41-50,2,70,Group,3
Joint life(Flexible),41-50,2,99,Other,5
Joint life(Flexible),41-50,2,A1,Conversion Policy,2
Joint life(Flexible),41-50,2,,,41
Joint life(Flexible),51-60,1,25,Introduced by Agency,2
Joint life(Flexible),51-60,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),55
Joint life(Flexible),51-60,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),62
Joint life(Flexible),51-60,1,60,Existing Policyholder,196
Joint life(Flexible),51-60,1,70,Group,7
Joint life(Flexible),51-60,1,99,Other,17
Joint life(Flexible),51-60,1,A1,Conversion Policy,1
Joint life(Flexible),51-60,1,,,58
Joint life(Flexible),51-60,2,10,apply by self,2
Joint life(Flexible),51-60,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),44
Joint life(Flexible),51-60,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),37
Joint life(Flexible),51-60,2,60,Existing Policyholder,148
Joint life(Flexible),51-60,2,70,Group,1
Joint life(Flexible),51-60,2,99,Other,13
Joint life(Flexible),51-60,2,,,25
Joint life(Flexible),61-64,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),12
Joint life(Flexible),61-64,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),15
Joint life(Flexible),61-64,1,60,Existing Policyholder,36
Joint life(Flexible),61-64,1,70,Group,1
Joint life(Flexible),61-64,1,99,Other,4
Joint life(Flexible),61-64,1,,,14
Joint life(Flexible),61-64,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),8
Joint life(Flexible),61-64,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),17
Joint life(Flexible),61-64,2,60,Existing Policyholder,32
Joint life(Flexible),61-64,2,99,Other,3
Joint life(Flexible),61-64,2,,,5
Joint life(Flexible),greater than 64,1,25,Introduced by Agency,2
Joint life(Flexible),greater than 64,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),24
Joint life(Flexible),greater than 64,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),21
Joint life(Flexible),greater than 64,1,60,Existing Policyholder,80
Joint life(Flexible),greater than 64,1,70,Group,4
Joint life(Flexible),greater than 64,1,99,Other,7
Joint life(Flexible),greater than 64,1,,,27
Joint life(Flexible),greater than 64,2,25,Introduced by Agency,10
Joint life(Flexible),greater than 64,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),21
Joint life(Flexible),greater than 64,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),37
Joint life(Flexible),greater than 64,2,60,Existing Policyholder,119
Joint life(Flexible),greater than 64,2,99,Other,4
Joint life(Flexible),greater than 64,2,,,25
Juvenile,18-22,1,10,apply by self,18
Juvenile,18-22,1,20,Introduced by employee,1
Juvenile,18-22,1,25,Introduced by Agency,1
Juvenile,18-22,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),47
Juvenile,18-22,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),49
Juvenile,18-22,1,60,Existing Policyholder,203
Juvenile,18-22,1,70,Group,5
Juvenile,18-22,1,99,Other,36
Juvenile,18-22,1,,,130
Juvenile,18-22,2,10,apply by self,42
Juvenile,18-22,2,20,Introduced by employee,1
Juvenile,18-22,2,25,Introduced by Agency,4
Juvenile,18-22,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),63
Juvenile,18-22,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),43
Juvenile,18-22,2,60,Existing Policyholder,136
Juvenile,18-22,2,70,Group,3
Juvenile,18-22,2,99,Other,34
Juvenile,18-22,2,,,80
Juvenile,23-30,1,10,apply by self,321
Juvenile,23-30,1,20,Introduced by employee,2
Juvenile,23-30,1,25,Introduced by Agency,15
Juvenile,23-30,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),581
Juvenile,23-30,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),411
Juvenile,23-30,1,60,Existing Policyholder,2311
Juvenile,23-30,1,70,Group,61
Juvenile,23-30,1,99,Other,433
Juvenile,23-30,1,,,1781
Juvenile,23-30,2,10,apply by self,407
Juvenile,23-30,2,20,Introduced by employee,1
Juvenile,23-30,2,25,Introduced by Agency,5
Juvenile,23-30,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),313
Juvenile,23-30,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),251
Juvenile,23-30,2,60,Existing Policyholder,1009
Juvenile,23-30,2,70,Group,24
Juvenile,23-30,2,99,Other,300
Juvenile,23-30,2,,,694
Juvenile,31-40,1,10,apply by self,482
Juvenile,31-40,1,20,Introduced by employee,3
Juvenile,31-40,1,25,Introduced by Agency,6
Juvenile,31-40,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),676
Juvenile,31-40,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),542
Juvenile,31-40,1,60,Existing Policyholder,2954
Juvenile,31-40,1,70,Group,97
Juvenile,31-40,1,99,Other,559
Juvenile,31-40,1,,,2086
Juvenile,31-40,2,10,apply by self,517
Juvenile,31-40,2,20,Introduced by employee,2
Juvenile,31-40,2,25,Introduced by Agency,4
Juvenile,31-40,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),300
Juvenile,31-40,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),298
Juvenile,31-40,2,60,Existing Policyholder,1078
Juvenile,31-40,2,70,Group,19
Juvenile,31-40,2,99,Other,280
Juvenile,31-40,2,,,606
Juvenile,41-50,1,10,apply by self,109
Juvenile,41-50,1,25,Introduced by Agency,1
Juvenile,41-50,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),128
Juvenile,41-50,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),99
Juvenile,41-50,1,60,Existing Policyholder,574
Juvenile,41-50,1,70,Group,14
Juvenile,41-50,1,99,Other,92
Juvenile,41-50,1,,,425
Juvenile,41-50,2,10,apply by self,74
Juvenile,41-50,2,20,Introduced by employee,1
Juvenile,41-50,2,25,Introduced by Agency,1
Juvenile,41-50,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),54
Juvenile,41-50,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),48
Juvenile,41-50,2,60,Existing Policyholder,206
Juvenile,41-50,2,70,Group,1
Juvenile,41-50,2,99,Other,33
Juvenile,41-50,2,,,96
Juvenile,51-60,1,10,apply by self,3
Juvenile,51-60,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),38
Juvenile,51-60,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),28
Juvenile,51-60,1,60,Existing Policyholder,132
Juvenile,51-60,1,70,Group,6
Juvenile,51-60,1,99,Other,6
Juvenile,51-60,1,,,55
Juvenile,51-60,2,10,apply by self,6
Juvenile,51-60,2,25,Introduced by Agency,1
Juvenile,51-60,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),78
Juvenile,51-60,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),60
Juvenile,51-60,2,60,Existing Policyholder,231
Juvenile,51-60,2,70,Group,1
Juvenile,51-60,2,99,Other,10
Juvenile,51-60,2,,,92
Juvenile,61-64,1,10,apply by self,1
Juvenile,61-64,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),6
Juvenile,61-64,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),9
Juvenile,61-64,1,60,Existing Policyholder,28
Juvenile,61-64,1,70,Group,1
Juvenile,61-64,1,99,Other,2
Juvenile,61-64,1,,,18
Juvenile,61-64,2,25,Introduced by Agency,1
Juvenile,61-64,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),12
Juvenile,61-64,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),16
Juvenile,61-64,2,60,Existing Policyholder,61
Juvenile,61-64,2,99,Other,2
Juvenile,61-64,2,,,37
Juvenile,greater than 64,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),1
Juvenile,greater than 64,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),2
Juvenile,greater than 64,1,60,Existing Policyholder,6
Juvenile,greater than 64,1,99,Other,1
Juvenile,greater than 64,1,,,5
Juvenile,greater than 64,2,10,apply by self,1
Juvenile,greater than 64,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),3
Juvenile,greater than 64,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),6
Juvenile,greater than 64,2,60,Existing Policyholder,12
Juvenile,greater than 64,2,,,10
Maternity Insurance(or New Pregnant Woman Insurance),23-30,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),1
Maternity Insurance(or New Pregnant Woman Insurance),23-30,1,60,Existing Policyholder,1
Maternity Insurance(or New Pregnant Woman Insurance),23-30,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),2
Maternity Insurance(or New Pregnant Woman Insurance),23-30,2,,,1
Maternity Insurance(or New Pregnant Woman Insurance),31-40,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),1
Maternity Insurance(or New Pregnant Woman Insurance),31-40,2,60,Existing Policyholder,1
Maternity Insurance(or New Pregnant Woman Insurance),31-40,2,,,1
Medical,18-22,1,10,apply by self,277
Medical,18-22,1,20,Introduced by employee,19
Medical,18-22,1,25,Introduced by Agency,74
Medical,18-22,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),3627
Medical,18-22,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),2675
Medical,18-22,1,60,Existing Policyholder,9159
Medical,18-22,1,70,Group,2529
Medical,18-22,1,99,Other,1958
Medical,18-22,1,A1,Conversion Policy,17
Medical,18-22,1,,,3867
Medical,18-22,2,10,apply by self,2657
Medical,18-22,2,20,Introduced by employee,18
Medical,18-22,2,25,Introduced by Agency,62
Medical,18-22,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),4078
Medical,18-22,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),2864
Medical,18-22,2,60,Existing Policyholder,8416
Medical,18-22,2,70,Group,1823
Medical,18-22,2,99,Other,2763
Medical,18-22,2,A1,Conversion Policy,21
Medical,18-22,2,,,4847
Medical,23-30,1,10,apply by self,2834
Medical,23-30,1,20,Introduced by employee,120
Medical,23-30,1,25,Introduced by Agency,337
Medical,23-30,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),18827
Medical,23-30,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),12490
Medical,23-30,1,60,Existing Policyholder,35541
Medical,23-30,1,70,Group,9612
Medical,23-30,1,99,Other,14337
Medical,23-30,1,A1,Conversion Policy,233
Medical,23-30,1,,,16312
Medical,23-30,2,10,apply by self,25710
Medical,23-30,2,20,Introduced by employee,112
Medical,23-30,2,25,Introduced by Agency,246
Medical,23-30,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),14751
Medical,23-30,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),10386
Medical,23-30,2,60,Existing Policyholder,27472
Medical,23-30,2,70,Group,4884
Medical,23-30,2,99,Other,15371
Medical,23-30,2,A1,Conversion Policy,248
Medical,23-30,2,,,16041
Medical,31-40,1,10,apply by self,4063
Medical,31-40,1,20,Introduced by employee,110
Medical,31-40,1,25,Introduced by Agency,331
Medical,31-40,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),19036
Medical,31-40,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),15710
Medical,31-40,1,50,Visit (Fist time Visit),1
Medical,31-40,1,60,Existing Policyholder,49529
Medical,31-40,1,70,Group,8063
Medical,31-40,1,99,Other,18188
Medical,31-40,1,A1,Conversion Policy,704
Medical,31-40,1,,,17309
Medical,31-40,2,10,apply by self,23675
Medical,31-40,2,20,Introduced by employee,78
Medical,31-40,2,25,Introduced by Agency,250
Medical,31-40,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),12720
Medical,31-40,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),12560
Medical,31-40,2,50,Visit (Fist time Visit),1
Medical,31-40,2,60,Existing Policyholder,35693
Medical,31-40,2,70,Group,3037
Medical,31-40,2,99,Other,15756
Medical,31-40,2,A1,Conversion Policy,654
Medical,31-40,2,,,11886
Medical,41-50,1,10,apply by self,2021
Medical,41-50,1,20,Introduced by employee,71
Medical,41-50,1,25,Introduced by Agency,217
Medical,41-50,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),11722
Medical,41-50,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),9758
Medical,41-50,1,60,Existing Policyholder,37561
Medical,41-50,1,70,Group,6955
Medical,41-50,1,99,Other,9777
Medical,41-50,1,A1,Conversion Policy,686
Medical,41-50,1,,,16648
Medical,41-50,2,10,apply by self,8218
Medical,41-50,2,20,Introduced by employee,63
Medical,41-50,2,25,Introduced by Agency,166
Medical,41-50,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),8961
Medical,41-50,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),8204
Medical,41-50,2,60,Existing Policyholder,29629
Medical,41-50,2,70,Group,2217
Medical,41-50,2,99,Other,9218
Medical,41-50,2,A1,Conversion Policy,516
Medical,41-50,2,,,11348
Medical,41-50,3,,,1
Medical,51-60,1,10,apply by self,1228
Medical,51-60,1,20,Introduced by employee,57
Medical,51-60,1,25,Introduced by Agency,147
Medical,51-60,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),7271
Medical,51-60,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),5641
Medical,51-60,1,60,Existing Policyholder,26418
Medical,51-60,1,70,Group,5291
Medical,51-60,1,99,Other,6079
Medical,51-60,1,A1,Conversion Policy,566
Medical,51-60,1,,,8145
Medical,51-60,2,10,apply by self,2370
Medical,51-60,2,20,Introduced by employee,54
Medical,51-60,2,25,Introduced by Agency,140
Medical,51-60,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),6665
Medical,51-60,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),6528
Medical,51-60,2,50,Visit (Fist time Visit),2
Medical,51-60,2,60,Existing Policyholder,25152
Medical,51-60,2,70,Group,1634
Medical,51-60,2,99,Other,7246
Medical,51-60,2,A1,Conversion Policy,575
Medical,51-60,2,,,6035
Medical,51-60,3,,,2
Medical,61-64,1,10,apply by self,310
Medical,61-64,1,20,Introduced by employee,18
Medical,61-64,1,25,Introduced by Agency,32
Medical,61-64,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),1192
Medical,61-64,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),1359
Medical,61-64,1,60,Existing Policyholder,5884
Medical,61-64,1,70,Group,562
Medical,61-64,1,99,Other,1605
Medical,61-64,1,A1,Conversion Policy,221
Medical,61-64,1,,,1256
Medical,61-64,2,10,apply by self,335
Medical,61-64,2,20,Introduced by employee,16
Medical,61-64,2,25,Introduced by Agency,51
Medical,61-64,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),1378
Medical,61-64,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),2093
Medical,61-64,2,60,Existing Policyholder,7208
Medical,61-64,2,70,Group,273
Medical,61-64,2,99,Other,2303
Medical,61-64,2,A1,Conversion Policy,332
Medical,61-64,2,,,1078
Medical,greater than 64,1,10,apply by self,194
Medical,greater than 64,1,20,Introduced by employee,9
Medical,greater than 64,1,25,Introduced by Agency,15
Medical,greater than 64,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),717
Medical,greater than 64,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),1404
Medical,greater than 64,1,60,Existing Policyholder,4806
Medical,greater than 64,1,70,Group,318
Medical,greater than 64,1,99,Other,1752
Medical,greater than 64,1,A1,Conversion Policy,333
Medical,greater than 64,1,,,488
Medical,greater than 64,2,10,apply by self,363
Medical,greater than 64,2,20,Introduced by employee,14
Medical,greater than 64,2,25,Introduced by Agency,28
Medical,greater than 64,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),779
Medical,greater than 64,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),2311
Medical,greater than 64,2,60,Existing Policyholder,7057
Medical,greater than 64,2,70,Group,206
Medical,greater than 64,2,99,Other,3986
Medical,greater than 64,2,A1,Conversion Policy,489
Medical,greater than 64,2,,,435
Medical,greater than 64,3,,,1
Medical（Coins） ,31-40,2,,,1
Medical（Coins） ,41-50,1,,,2
Medical（Coins） ,41-50,2,,,2
Medical（Coins） ,51-60,1,,,2
Medical（Coins） ,51-60,2,,,4
Medical（Coins） ,61-64,1,,,3
Medical（Coins） ,61-64,2,,,1
Medical（Coins） ,greater than 64,1,,,1
M.I.P,18-22,1,10,apply by self,6
M.I.P,18-22,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),41
M.I.P,18-22,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),165
M.I.P,18-22,1,60,Existing Policyholder,288
M.I.P,18-22,1,70,Group,15
M.I.P,18-22,1,99,Other,108
M.I.P,18-22,1,,,28
M.I.P,18-22,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),12
M.I.P,18-22,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),30
M.I.P,18-22,2,60,Existing Policyholder,49
M.I.P,18-22,2,70,Group,3
M.I.P,18-22,2,99,Other,23
M.I.P,18-22,2,,,6
M.I.P,23-30,1,10,apply by self,346
M.I.P,23-30,1,20,Introduced by employee,25
M.I.P,23-30,1,25,Introduced by Agency,44
M.I.P,23-30,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),1159
M.I.P,23-30,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),3222
M.I.P,23-30,1,60,Existing Policyholder,4879
M.I.P,23-30,1,70,Group,298
M.I.P,23-30,1,99,Other,4833
M.I.P,23-30,1,,,1266
M.I.P,23-30,2,10,apply by self,33
M.I.P,23-30,2,20,Introduced by employee,2
M.I.P,23-30,2,25,Introduced by Agency,10
M.I.P,23-30,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),181
M.I.P,23-30,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),585
M.I.P,23-30,2,60,Existing Policyholder,746
M.I.P,23-30,2,70,Group,24
M.I.P,23-30,2,99,Other,689
M.I.P,23-30,2,,,67
M.I.P,31-40,1,10,apply by self,495
M.I.P,31-40,1,20,Introduced by employee,55
M.I.P,31-40,1,25,Introduced by Agency,50
M.I.P,31-40,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),1999
M.I.P,31-40,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),5013
M.I.P,31-40,1,60,Existing Policyholder,10088
M.I.P,31-40,1,70,Group,401
M.I.P,31-40,1,99,Other,7056
M.I.P,31-40,1,A1,Conversion Policy,1
M.I.P,31-40,1,,,2192
M.I.P,31-40,2,10,apply by self,52
M.I.P,31-40,2,20,Introduced by employee,6
M.I.P,31-40,2,25,Introduced by Agency,12
M.I.P,31-40,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),288
M.I.P,31-40,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),1033
M.I.P,31-40,2,60,Existing Policyholder,1723
M.I.P,31-40,2,70,Group,64
M.I.P,31-40,2,99,Other,932
M.I.P,31-40,2,,,134
M.I.P,41-50,1,10,apply by self,175
M.I.P,41-50,1,20,Introduced by employee,22
M.I.P,41-50,1,25,Introduced by Agency,30
M.I.P,41-50,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),858
M.I.P,41-50,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),2075
M.I.P,41-50,1,60,Existing Policyholder,5343
M.I.P,41-50,1,70,Group,235
M.I.P,41-50,1,99,Other,2372
M.I.P,41-50,1,,,1040
M.I.P,41-50,2,10,apply by self,13
M.I.P,41-50,2,20,Introduced by employee,3
M.I.P,41-50,2,25,Introduced by Agency,5
M.I.P,41-50,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),137
