Policy Type Name,a_group,Policyholder'S_Gender,Termination  Reason,merge_reason_code,Type,Details,Termination Reason  Count
Term life,31-40,2,G22,G22,Surrender ,Surrender after lapse,1253
Term life,31-40,2,G23,G23,Surrender ,Surrender after lapse on the policy cause,71
Term life,31-40,2,G24,G24,Surrender ,Surrender by conversion,20
Term life,31-40,2,G25,G25,Surrender ,Surrender of consent,7
Term life,31-40,3,G21,G21,Surrender ,Surrender,4
Term life,41-50,0,G21,G21,Surrender ,Surrender,1
Term life,41-50,1,G21,G21,Surrender ,Surrender,15941
Term life,41-50,1,G22,G22,Surrender ,Surrender after lapse,4646
Term life,41-50,1,G23,G23,Surrender ,Surrender after lapse on the policy cause,264
Term life,41-50,1,G24,G24,Surrender ,Surrender by conversion,122
Term life,41-50,1,G25,G25,Surrender ,Surrender of consent,53
Term life,41-50,1,G26,G26,Surrender ,Retirement surrender,5
Term life,41-50,2,G21,G21,Surrender ,Surrender,4304
Term life,41-50,2,G22,G22,Surrender ,Surrender after lapse,1298
Term life,41-50,2,G23,G23,Surrender ,Surrender after lapse on the policy cause,60
Term life,41-50,2,G24,G24,Surrender ,Surrender by conversion,37
Term life,41-50,2,G25,G25,Surrender ,Surrender of consent,16
Term life,41-50,2,G26,G26,Surrender ,Retirement surrender,1
Term life,41-50,3,G22,G22,Surrender ,Surrender after lapse,1
Term life,51-60,1,G21,G21,Surrender ,Surrender,9297
Term life,51-60,1,G22,G22,Surrender ,Surrender after lapse,2911
Term life,51-60,1,G23,G23,Surrender ,Surrender after lapse on the policy cause,164
Term life,51-60,1,G24,G24,Surrender ,Surrender by conversion,153
Term life,51-60,1,G25,G25,Surrender ,Surrender of consent,28
Term life,51-60,1,G26,G26,Surrender ,Retirement surrender,3
Term life,51-60,2,G21,G21,Surrender ,Surrender,3040
Term life,51-60,2,G22,G22,Surrender ,Surrender after lapse,977
Term life,51-60,2,G23,G23,Surrender ,Surrender after lapse on the policy cause,69
Term life,51-60,2,G24,G24,Surrender ,Surrender by conversion,56
Term life,51-60,2,G25,G25,Surrender ,Surrender of consent,13
Term life,51-60,3,G21,G21,Surrender ,Surrender,1
Term life,61-64,1,G21,G21,Surrender ,Surrender,1276
Term life,61-64,1,G22,G22,Surrender ,Surrender after lapse,403
Term life,61-64,1,G23,G23,Surrender ,Surrender after lapse on the policy cause,25
Term life,61-64,1,G24,G24,Surrender ,Surrender by conversion,41
Term life,61-64,1,G25,G25,Surrender ,Surrender of consent,8
Term life,61-64,1,G26,G26,Surrender ,Retirement surrender,1
Term life,61-64,2,G21,G21,Surrender ,Surrender,648
Term life,61-64,2,G22,G22,Surrender ,Surrender after lapse,221
Term life,61-64,2,G23,G23,Surrender ,Surrender after lapse on the policy cause,11
Term life,61-64,2,G24,G24,Surrender ,Surrender by conversion,23
Term life,61-64,2,G25,G25,Surrender ,Surrender of consent,2
Term life,greater than 64,1,G21,G21,Surrender ,Surrender,1174
Term life,greater than 64,1,G22,G22,Surrender ,Surrender after lapse,299
Term life,greater than 64,1,G23,G23,Surrender ,Surrender after lapse on the policy cause,24
Term life,greater than 64,1,G24,G24,Surrender ,Surrender by conversion,30
Term life,greater than 64,2,G21,G21,Surrender ,Surrender,753
Term life,greater than 64,2,G22,G22,Surrender ,Surrender after lapse,245
Term life,greater than 64,2,G23,G23,Surrender ,Surrender after lapse on the policy cause,23
Term life,greater than 64,2,G24,G24,Surrender ,Surrender by conversion,17
VL Endowment,18-22,1,G21,G21,Surrender ,Surrender,10
VL Endowment,18-22,2,G21,G21,Surrender ,Surrender,10
VL Endowment,23-30,1,G21,G21,Surrender ,Surrender,52
VL Endowment,23-30,1,G22,G22,Surrender ,Surrender after lapse,5
VL Endowment,23-30,2,G21,G21,Surrender ,Surrender,36
VL Endowment,23-30,2,G22,G22,Surrender ,Surrender after lapse,3
VL Endowment,31-40,1,G21,G21,Surrender ,Surrender,195
VL Endowment,31-40,1,G23,G23,Surrender ,Surrender after lapse on the policy cause,3
VL Endowment,31-40,2,G21,G21,Surrender ,Surrender,37
VL Endowment,31-40,2,G22,G22,Surrender ,Surrender after lapse,1
VL Endowment,31-40,3,G21,G21,Surrender ,Surrender,7
VL Endowment,41-50,1,G21,G21,Surrender ,Surrender,91
VL Endowment,41-50,1,G22,G22,Surrender ,Surrender after lapse,3
VL Endowment,41-50,1,G23,G23,Surrender ,Surrender after lapse on the policy cause,2
VL Endowment,41-50,2,G21,G21,Surrender ,Surrender,41
VL Endowment,41-50,2,G22,G22,Surrender ,Surrender after lapse,2
VL Endowment,41-50,2,G23,G23,Surrender ,Surrender after lapse on the policy cause,1
VL Endowment,51-60,1,G21,G21,Surrender ,Surrender,90
VL Endowment,51-60,1,G22,G22,Surrender ,Surrender after lapse,2
VL Endowment,51-60,2,G21,G21,Surrender ,Surrender,27
VL Endowment,61-64,1,G21,G21,Surrender ,Surrender,27
VL Endowment,61-64,2,G21,G21,Surrender ,Surrender,7
VL Endowment,greater than 64,1,G21,G21,Surrender ,Surrender,61
VL Endowment,greater than 64,2,G21,G21,Surrender ,Surrender,9
VL Whole life,18-22,1,G21,G21,Surrender ,Surrender,263
VL Whole life,18-22,1,G22,G22,Surrender ,Surrender after lapse,33
VL Whole life,18-22,1,G23,G23,Surrender ,Surrender after lapse on the policy cause,4
VL Whole life,18-22,2,G21,G21,Surrender ,Surrender,128
VL Whole life,18-22,2,G22,G22,Surrender ,Surrender after lapse,18
VL Whole life,18-22,2,G23,G23,Surrender ,Surrender after lapse on the policy cause,1
VL Whole life,23-30,1,G21,G21,Surrender ,Surrender,2072
VL Whole life,23-30,1,G22,G22,Surrender ,Surrender after lapse,169
VL Whole life,23-30,1,G23,G23,Surrender ,Surrender after lapse on the policy cause,31
VL Whole life,23-30,1,G24,G24,Surrender ,Surrender by conversion,1
VL Whole life,23-30,2,G21,G21,Surrender ,Surrender,786
VL Whole life,23-30,2,G22,G22,Surrender ,Surrender after lapse,73
VL Whole life,23-30,2,G23,G23,Surrender ,Surrender after lapse on the policy cause,12
VL Whole life,23-30,2,G24,G24,Surrender ,Surrender by conversion,1
VL Whole life,31-40,1,G21,G21,Surrender ,Surrender,2589
VL Whole life,31-40,1,G22,G22,Surrender ,Surrender after lapse,247
VL Whole life,31-40,1,G23,G23,Surrender ,Surrender after lapse on the policy cause,55
VL Whole life,31-40,1,G24,G24,Surrender ,Surrender by conversion,2
VL Whole life,31-40,2,G21,G21,Surrender ,Surrender,850
VL Whole life,31-40,2,G22,G22,Surrender ,Surrender after lapse,62
VL Whole life,31-40,2,G23,G23,Surrender ,Surrender after lapse on the policy cause,25
VL Whole life,41-50,1,G21,G21,Surrender ,Surrender,1243
VL Whole life,41-50,1,G22,G22,Surrender ,Surrender after lapse,111
VL Whole life,41-50,1,G23,G23,Surrender ,Surrender after lapse on the policy cause,34
VL Whole life,41-50,1,G24,G24,Surrender ,Surrender by conversion,2
VL Whole life,41-50,2,G21,G21,Surrender ,Surrender,598
VL Whole life,41-50,2,G22,G22,Surrender ,Surrender after lapse,41
VL Whole life,41-50,2,G23,G23,Surrender ,Surrender after lapse on the policy cause,13
VL Whole life,51-60,1,G21,G21,Surrender ,Surrender,577
VL Whole life,51-60,1,G22,G22,Surrender ,Surrender after lapse,45
VL Whole life,51-60,1,G23,G23,Surrender ,Surrender after lapse on the policy cause,18
VL Whole life,51-60,2,G21,G21,Surrender ,Surrender,449
VL Whole life,51-60,2,G22,G22,Surrender ,Surrender after lapse,26
VL Whole life,51-60,2,G23,G23,Surrender ,Surrender after lapse on the policy cause,5
VL Whole life,61-64,1,G21,G21,Surrender ,Surrender,86
VL Whole life,61-64,1,G22,G22,Surrender ,Surrender after lapse,4
VL Whole life,61-64,1,G23,G23,Surrender ,Surrender after lapse on the policy cause,3
VL Whole life,61-64,2,G21,G21,Surrender ,Surrender,98
VL Whole life,61-64,2,G22,G22,Surrender ,Surrender after lapse,6
VL Whole life,61-64,2,G23,G23,Surrender ,Surrender after lapse on the policy cause,2
VL Whole life,greater than 64,1,G21,G21,Surrender ,Surrender,129
VL Whole life,greater than 64,1,G22,G22,Surrender ,Surrender after lapse,2
VL Whole life,greater than 64,1,G23,G23,Surrender ,Surrender after lapse on the policy cause,1
VL Whole life,greater than 64,2,G21,G21,Surrender ,Surrender,161
VL Whole life,greater than 64,2,G22,G22,Surrender ,Surrender after lapse,6
VL Whole life,greater than 64,2,G23,G23,Surrender ,Surrender after lapse on the policy cause,1
Whole life,18-22,1,G21,G21,Surrender ,Surrender,7663
Whole life,18-22,1,G22,G22,Surrender ,Surrender after lapse,1883
Whole life,18-22,1,G23,G23,Surrender ,Surrender after lapse on the policy cause,172
Whole life,18-22,1,G24,G24,Surrender ,Surrender by conversion,2
Whole life,18-22,1,G25,G25,Surrender ,Surrender of consent,3
Whole life,18-22,2,G21,G21,Surrender ,Surrender,4868
Whole life,18-22,2,G22,G22,Surrender ,Surrender after lapse,835
Whole life,18-22,2,G23,G23,Surrender ,Surrender after lapse on the policy cause,80
Whole life,18-22,2,G25,G25,Surrender ,Surrender of consent,1
Whole life,23-30,1,G21,G21,Surrender ,Surrender,32986
Whole life,23-30,1,G22,G22,Surrender ,Surrender after lapse,6164
Whole life,23-30,1,G23,G23,Surrender ,Surrender after lapse on the policy cause,643
Whole life,23-30,1,G24,G24,Surrender ,Surrender by conversion,2
Whole life,23-30,1,G25,G25,Surrender ,Surrender of consent,6
Whole life,23-30,2,G21,G21,Surrender ,Surrender,14934
Whole life,23-30,2,G22,G22,Surrender ,Surrender after lapse,2336
Whole life,23-30,2,G23,G23,Surrender ,Surrender after lapse on the policy cause,262
Whole life,23-30,2,G24,G24,Surrender ,Surrender by conversion,3
Whole life,23-30,2,G25,G25,Surrender ,Surrender of consent,6
Whole life,31-40,1,G21,G21,Surrender ,Surrender,34044
Whole life,31-40,1,G22,G22,Surrender ,Surrender after lapse,7454
Whole life,31-40,1,G23,G23,Surrender ,Surrender after lapse on the policy cause,719
Whole life,31-40,1,G24,G24,Surrender ,Surrender by conversion,18
Whole life,31-40,1,G25,G25,Surrender ,Surrender of consent,16
Whole life,31-40,2,G21,G21,Surrender ,Surrender,15566
Whole life,31-40,2,G22,G22,Surrender ,Surrender after lapse,2916
Whole life,31-40,2,G23,G23,Surrender ,Surrender after lapse on the policy cause,366
Whole life,31-40,2,G24,G24,Surrender ,Surrender by conversion,1
Whole life,31-40,2,G25,G25,Surrender ,Surrender of consent,8
Whole life,31-40,3,G21,G21,Surrender ,Surrender,2
Whole life,41-50,1,G21,G21,Surrender ,Surrender,20969
Whole life,41-50,1,G22,G22,Surrender ,Surrender after lapse,5114
Whole life,41-50,1,G23,G23,Surrender ,Surrender after lapse on the policy cause,549
Whole life,41-50,1,G24,G24,Surrender ,Surrender by conversion,13
Whole life,41-50,1,G25,G25,Surrender ,Surrender of consent,18
Whole life,41-50,2,G21,G21,Surrender ,Surrender,13160
Whole life,41-50,2,G22,G22,Surrender ,Surrender after lapse,2774
Whole life,41-50,2,G23,G23,Surrender ,Surrender after lapse on the policy cause,302
Whole life,41-50,2,G24,G24,Surrender ,Surrender by conversion,4
Whole life,41-50,2,G25,G25,Surrender ,Surrender of consent,5
Whole life,41-50,3,G21,G21,Surrender ,Surrender,2
Whole life,51-60,1,G21,G21,Surrender ,Surrender,10951
Whole life,51-60,1,G22,G22,Surrender ,Surrender after lapse,2392
Whole life,51-60,1,G23,G23,Surrender ,Surrender after lapse on the policy cause,236
Whole life,51-60,1,G24,G24,Surrender ,Surrender by conversion,11
Whole life,51-60,1,G25,G25,Surrender ,Surrender of consent,10
Whole life,51-60,2,G21,G21,Surrender ,Surrender,9502
Whole life,51-60,2,G22,G22,Surrender ,Surrender after lapse,1693
Whole life,51-60,2,G23,G23,Surrender ,Surrender after lapse on the policy cause,192
Whole life,51-60,2,G24,G24,Surrender ,Surrender by conversion,3
Whole life,51-60,2,G25,G25,Surrender ,Surrender of consent,8
Whole life,51-60,3,G21,G21,Surrender ,Surrender,2
Whole life,61-64,1,G21,G21,Surrender ,Surrender,1992
Whole life,61-64,1,G22,G22,Surrender ,Surrender after lapse,453
Whole life,61-64,1,G23,G23,Surrender ,Surrender after lapse on the policy cause,51
Whole life,61-64,1,G25,G25,Surrender ,Surrender of consent,1
Whole life,61-64,2,G21,G21,Surrender ,Surrender,2267
Whole life,61-64,2,G22,G22,Surrender ,Surrender after lapse,426
Whole life,61-64,2,G23,G23,Surrender ,Surrender after lapse on the policy cause,53
Whole life,61-64,2,G25,G25,Surrender ,Surrender of consent,3
Whole life,greater than 64,1,G21,G21,Surrender ,Surrender,2376
Whole life,greater than 64,1,G22,G22,Surrender ,Surrender after lapse,544
Whole life,greater than 64,1,G23,G23,Surrender ,Surrender after lapse on the policy cause,64
Whole life,greater than 64,1,G25,G25,Surrender ,Surrender of consent,1
Whole life,greater than 64,2,G21,G21,Surrender ,Surrender,3605
Whole life,greater than 64,2,G22,G22,Surrender ,Surrender after lapse,559
Whole life,greater than 64,2,G23,G23,Surrender ,Surrender after lapse on the policy cause,74
Whole life,greater than 64,2,G25,G25,Surrender ,Surrender of consent,3
