Policy Type Name,a_group,Policyholder'S_Gender,perfecture_name,address Count
J.M.I.P,23-30,1,Hokkaido,1
J.M.I.P,23-30,1,Hyōgo,2
J.M.I.P,23-30,1,Ibaraki,1
J.M.I.P,23-30,1,Ishikawa,2
J.M.I.P,23-30,1,Kagawa,2
J.M.I.P,23-30,1,Kanagawa,1
J.M.I.P,23-30,1,Miyagi,1
J.M.I.P,23-30,1,Nagano,1
J.M.I.P,23-30,1,Nara,1
J.M.I.P,23-30,1,Niigata,1
J.M.I.P,23-30,1,Osaka,2
J.M.I.P,23-30,1,Tokyo,5
J.M.I.P,23-30,1,Yamagata,2
J.M.I.P,23-30,2,Fukushima,1
J.M.I.P,23-30,2,Gunma,1
J.M.I.P,23-30,2,Kagoshima,1
J.M.I.P,23-30,2,Saitama,1
J.M.I.P,23-30,2,Yamagata,1
J.M.I.P,31-40,1,Aichi,2
J.M.I.P,31-40,1,Akita,1
J.M.I.P,31-40,1,Chiba,1
J.M.I.P,31-40,1,Fukushima,10
J.M.I.P,31-40,1,Gifu,2
J.M.I.P,31-40,1,Hokkaido,1
J.M.I.P,31-40,1,Hyōgo,4
J.M.I.P,31-40,1,Ishikawa,4
J.M.I.P,31-40,1,Kagoshima,1
J.M.I.P,31-40,1,Kanagawa,5
J.M.I.P,31-40,1,Kochi,1
J.M.I.P,31-40,1,Kumamoto,1
J.M.I.P,31-40,1,Kyoto,3
J.M.I.P,31-40,1,Miyagi,1
J.M.I.P,31-40,1,Nagano,1
J.M.I.P,31-40,1,Nara,1
J.M.I.P,31-40,1,Niigata,1
J.M.I.P,31-40,1,Osaka,4
J.M.I.P,31-40,1,Saitama,2
J.M.I.P,31-40,1,Shizuoka,2
J.M.I.P,31-40,1,Tokyo,7
J.M.I.P,31-40,1,Yamagata,5
J.M.I.P,31-40,2,Aichi,3
J.M.I.P,31-40,2,Fukushima,8
J.M.I.P,31-40,2,Gifu,1
J.M.I.P,31-40,2,Hyōgo,1
J.M.I.P,31-40,2,Ishikawa,1
J.M.I.P,31-40,2,Kanagawa,1
J.M.I.P,31-40,2,Niigata,1
J.M.I.P,31-40,2,Saitama,2
J.M.I.P,31-40,2,Shizuoka,1
J.M.I.P,31-40,2,Tokyo,5
J.M.I.P,31-40,2,Yamagata,1
J.M.I.P,41-50,1,Aichi,3
J.M.I.P,41-50,1,Akita,1
J.M.I.P,41-50,1,Chiba,2
J.M.I.P,41-50,1,Fukushima,20
J.M.I.P,41-50,1,Gifu,6
J.M.I.P,41-50,1,Gunma,1
J.M.I.P,41-50,1,Hiroshima,2
J.M.I.P,41-50,1,Hokkaido,2
J.M.I.P,41-50,1,Hyōgo,2
J.M.I.P,41-50,1,Ibaraki,1
J.M.I.P,41-50,1,Ishikawa,1
J.M.I.P,41-50,1,Kanagawa,3
J.M.I.P,41-50,1,Kochi,1
J.M.I.P,41-50,1,Kyoto,1
J.M.I.P,41-50,1,Miyagi,2
J.M.I.P,41-50,1,Niigata,1
J.M.I.P,41-50,1,Osaka,5
J.M.I.P,41-50,1,Saga,1
J.M.I.P,41-50,1,Saitama,5
J.M.I.P,41-50,1,Shiga,1
J.M.I.P,41-50,1,Tokyo,3
J.M.I.P,41-50,1,Toyama,1
J.M.I.P,41-50,1,Wakayama,1
J.M.I.P,41-50,1,Yamagata,2
J.M.I.P,41-50,2,Aichi,2
J.M.I.P,41-50,2,Aomori,1
J.M.I.P,41-50,2,Chiba,1
J.M.I.P,41-50,2,Ehime,1
J.M.I.P,41-50,2,Fukushima,19
J.M.I.P,41-50,2,Gifu,1
J.M.I.P,41-50,2,Hiroshima,1
J.M.I.P,41-50,2,Hokkaido,1
J.M.I.P,41-50,2,Hyōgo,2
J.M.I.P,41-50,2,Kanagawa,1
J.M.I.P,41-50,2,Niigata,1
J.M.I.P,41-50,2,Osaka,8
J.M.I.P,41-50,2,Saitama,1
J.M.I.P,41-50,2,Shizuoka,1
J.M.I.P,41-50,2,Tokyo,6
J.M.I.P,41-50,2,Toyama,1
J.M.I.P,51-60,1,Akita,1
J.M.I.P,51-60,1,Chiba,1
J.M.I.P,51-60,1,Fukushima,8
J.M.I.P,51-60,1,Gifu,1
J.M.I.P,51-60,1,Hyōgo,1
J.M.I.P,51-60,1,Kanagawa,1
J.M.I.P,51-60,1,Miyagi,1
J.M.I.P,51-60,1,Nagano,1
J.M.I.P,51-60,1,Osaka,1
J.M.I.P,51-60,1,Saitama,3
J.M.I.P,51-60,1,Shizuoka,1
J.M.I.P,51-60,1,Tokyo,3
J.M.I.P,51-60,1,Yamagata,3
J.M.I.P,51-60,2,Aichi,1
J.M.I.P,51-60,2,Akita,1
J.M.I.P,51-60,2,Fukushima,11
J.M.I.P,51-60,2,Hokkaido,1
J.M.I.P,51-60,2,Kanagawa,1
J.M.I.P,51-60,2,Mie,1
J.M.I.P,51-60,2,Niigata,1
J.M.I.P,51-60,2,Osaka,1
J.M.I.P,51-60,2,Saitama,2
J.M.I.P,51-60,2,Tokyo,5
J.M.I.P,51-60,2,Yamagata,3
J.M.I.P,61-64,1,Fukushima,1
J.M.I.P,61-64,1,Hokkaido,1
J.M.I.P,61-64,1,Hyōgo,2
J.M.I.P,61-64,1,Kyoto,1
J.M.I.P,61-64,1,Niigata,1
J.M.I.P,61-64,1,Osaka,1
J.M.I.P,61-64,1,Saitama,1
J.M.I.P,61-64,2,Aichi,1
J.M.I.P,61-64,2,Fukushima,2
J.M.I.P,61-64,2,Hyōgo,1
J.M.I.P,61-64,2,Kanagawa,1
J.M.I.P,61-64,2,Yamagata,1
J.M.I.P,greater than 64,1,Kanagawa,1
J.M.I.P,greater than 64,1,Kyoto,2
J.M.I.P,greater than 64,1,Mie,1
J.M.I.P,greater than 64,2,Akita,1
J.M.I.P,greater than 64,2,Chiba,1
J.M.I.P,greater than 64,2,Hyōgo,1
J.M.I.P,greater than 64,2,Tokyo,1
Joint life,18-22,1,Akita,1
Joint life,18-22,1,Chiba,1
Joint life,18-22,1,Ehime,1
Joint life,18-22,1,Hiroshima,1
Joint life,18-22,1,Ishikawa,1
Joint life,18-22,1,Kanagawa,1
Joint life,18-22,1,Kumamoto,1
Joint life,18-22,1,Nagano,1
Joint life,18-22,1,Osaka,1
Joint life,18-22,1,Saitama,1
Joint life,18-22,1,Shizuoka,1
Joint life,18-22,2,Miyagi,2
Joint life,18-22,2,Miyazaki,1
Joint life,18-22,2,Okayama,1
Joint life,23-30,1,Aichi,2
Joint life,23-30,1,Akita,7
Joint life,23-30,1,Aomori,1
Joint life,23-30,1,Chiba,14
Joint life,23-30,1,Ehime,3
Joint life,23-30,1,Fukuoka,7
Joint life,23-30,1,Fukushima,3
Joint life,23-30,1,Gifu,4
Joint life,23-30,1,Gunma,2
Joint life,23-30,1,Hiroshima,22
Joint life,23-30,1,Hokkaido,2
Joint life,23-30,1,Hyōgo,3
Joint life,23-30,1,Ibaraki,4
Joint life,23-30,1,Ishikawa,4
Joint life,23-30,1,Kagawa,5
Joint life,23-30,1,Kagoshima,3
Joint life,23-30,1,Kanagawa,23
Joint life,23-30,1,Kochi,1
Joint life,23-30,1,Kumamoto,4
Joint life,23-30,1,Miyagi,11
Joint life,23-30,1,Miyazaki,8
Joint life,23-30,1,Nagano,11
Joint life,23-30,1,Nara,3
Joint life,23-30,1,Niigata,2
Joint life,23-30,1,Oita,1
Joint life,23-30,1,Okayama,7
Joint life,23-30,1,Osaka,13
Joint life,23-30,1,Saga,1
Joint life,23-30,1,Saitama,19
Joint life,23-30,1,Shiga,2
Joint life,23-30,1,Shimane,1
Joint life,23-30,1,Shizuoka,14
Joint life,23-30,1,Tochigi,2
Joint life,23-30,1,Tokyo,21
Joint life,23-30,1,Tottori,1
Joint life,23-30,1,Toyama,6
Joint life,23-30,1,Yamagata,5
Joint life,23-30,1,Yamaguchi,3
Joint life,23-30,1,Yamanashi,3
Joint life,23-30,2,Akita,1
Joint life,23-30,2,Chiba,4
Joint life,23-30,2,Fukui,1
Joint life,23-30,2,Fukuoka,2
Joint life,23-30,2,Hiroshima,2
Joint life,23-30,2,Kagawa,1
Joint life,23-30,2,Kanagawa,3
Joint life,23-30,2,Miyagi,1
Joint life,23-30,2,Miyazaki,1
Joint life,23-30,2,Osaka,2
Joint life,23-30,2,Shizuoka,1
Joint life,31-40,1,Aichi,3
Joint life,31-40,1,Akita,6
Joint life,31-40,1,Aomori,4
Joint life,31-40,1,Chiba,12
Joint life,31-40,1,Ehime,3
Joint life,31-40,1,Fukui,1
Joint life,31-40,1,Fukuoka,10
Joint life,31-40,1,Fukushima,2
Joint life,31-40,1,Gifu,2
Joint life,31-40,1,Gunma,3
Joint life,31-40,1,Hiroshima,22
Joint life,31-40,1,Hokkaido,5
Joint life,31-40,1,Hyōgo,6
Joint life,31-40,1,Ibaraki,4
Joint life,31-40,1,Ishikawa,7
Joint life,31-40,1,Kagawa,8
Joint life,31-40,1,Kagoshima,8
Joint life,31-40,1,Kanagawa,31
Joint life,31-40,1,Kumamoto,2
Joint life,31-40,1,Kyoto,2
Joint life,31-40,1,Mie,2
Joint life,31-40,1,Miyagi,14
Joint life,31-40,1,Miyazaki,10
Joint life,31-40,1,Nagano,30
Joint life,31-40,1,Nara,8
Joint life,31-40,1,Niigata,7
Joint life,31-40,1,Okayama,3
Joint life,31-40,1,Osaka,20
Joint life,31-40,1,Saga,1
Joint life,31-40,1,Saitama,19
Joint life,31-40,1,Shiga,1
Joint life,31-40,1,Shimane,2
Joint life,31-40,1,Shizuoka,15
Joint life,31-40,1,Tokyo,32
Joint life,31-40,1,Toyama,4
Joint life,31-40,1,Yamagata,5
Joint life,31-40,1,Yamaguchi,6
Joint life,31-40,2,Akita,1
Joint life,31-40,2,Fukuoka,1
Joint life,31-40,2,Gifu,1
Joint life,31-40,2,Hiroshima,2
Joint life,31-40,2,Kagoshima,1
Joint life,31-40,2,Kanagawa,4
Joint life,31-40,2,Miyagi,5
Joint life,31-40,2,Miyazaki,1
Joint life,31-40,2,Nagano,5
Joint life,31-40,2,Osaka,1
Joint life,31-40,2,Saga,1
Joint life,31-40,2,Saitama,1
Joint life,31-40,2,Tochigi,1
Joint life,31-40,2,Tokyo,6
Joint life,31-40,2,Yamagata,1
Joint life,31-40,2,Yamaguchi,2
Joint life,41-50,1,Aichi,1
Joint life,41-50,1,Akita,4
Joint life,41-50,1,Aomori,3
Joint life,41-50,1,Chiba,7
Joint life,41-50,1,Ehime,2
Joint life,41-50,1,Fukuoka,3
Joint life,41-50,1,Fukushima,8
Joint life,41-50,1,Gunma,4
Joint life,41-50,1,Hiroshima,14
Joint life,41-50,1,Hokkaido,2
Joint life,41-50,1,Hyōgo,2
Joint life,41-50,1,Ibaraki,5
Joint life,41-50,1,Ishikawa,2
Joint life,41-50,1,Kagawa,5
Joint life,41-50,1,Kanagawa,18
Joint life,41-50,1,Kumamoto,1
Joint life,41-50,1,Kyoto,2
Joint life,41-50,1,Miyagi,5
Joint life,41-50,1,Miyazaki,1
Joint life,41-50,1,Nagano,10
Joint life,41-50,1,Nara,3
Joint life,41-50,1,Niigata,1
Joint life,41-50,1,Okayama,3
Joint life,41-50,1,Osaka,9
Joint life,41-50,1,Saitama,5
Joint life,41-50,1,Shiga,1
Joint life,41-50,1,Shimane,1
Joint life,41-50,1,Shizuoka,8
Joint life,41-50,1,Tochigi,1
Joint life,41-50,1,Tokyo,18
Joint life,41-50,1,Tottori,1
Joint life,41-50,1,Toyama,4
Joint life,41-50,1,Yamagata,1
Joint life,41-50,1,Yamaguchi,5
Joint life,41-50,2,Chiba,3
Joint life,41-50,2,Ehime,1
Joint life,41-50,2,Gifu,1
Joint life,41-50,2,Hiroshima,6
Joint life,41-50,2,Hyōgo,1
Joint life,41-50,2,Ishikawa,1
Joint life,41-50,2,Kanagawa,2
Joint life,41-50,2,Miyagi,1
Joint life,41-50,2,Miyazaki,2
Joint life,41-50,2,Nagano,2
Joint life,41-50,2,Nara,1
Joint life,41-50,2,Niigata,1
Joint life,41-50,2,Okayama,1
Joint life,41-50,2,Saitama,2
Joint life,41-50,2,Shizuoka,3
Joint life,41-50,2,Tokyo,9
Joint life,41-50,2,Yamaguchi,1
Joint life,51-60,1,Akita,3
Joint life,51-60,1,Chiba,3
Joint life,51-60,1,Ehime,1
Joint life,51-60,1,Fukuoka,1
Joint life,51-60,1,Gunma,3
Joint life,51-60,1,Hiroshima,4
Joint life,51-60,1,Hokkaido,3
Joint life,51-60,1,Ibaraki,1
Joint life,51-60,1,Ishikawa,1
Joint life,51-60,1,Kagawa,1
Joint life,51-60,1,Kagoshima,2
Joint life,51-60,1,Kanagawa,3
Joint life,51-60,1,Miyagi,3
Joint life,51-60,1,Nagano,2
Joint life,51-60,1,Okayama,1
Joint life,51-60,1,Osaka,2
Joint life,51-60,1,Saitama,5
Joint life,51-60,1,Shizuoka,3
Joint life,51-60,1,Tokyo,12
Joint life,51-60,1,Tottori,1
Joint life,51-60,1,Toyama,4
Joint life,51-60,1,Wakayama,1
Joint life,51-60,1,Yamaguchi,1
Joint life,51-60,2,Kanagawa,1
Joint life,51-60,2,Miyagi,1
Joint life,51-60,2,Osaka,1
Joint life,51-60,2,Shizuoka,1
Joint life,61-64,1,Fukuoka,1
Joint life,61-64,1,Hiroshima,1
Joint life,61-64,1,Ibaraki,2
Joint life,61-64,1,Kyoto,1
Joint life,61-64,1,Nara,1
Joint life,61-64,1,Saitama,1
Joint life,61-64,1,Tokyo,2
Joint life,61-64,1,Yamanashi,1
Joint life,61-64,2,Osaka,1
Joint life,61-64,2,Yamagata,1
Joint life,61-64,2,Yamaguchi,1
Joint life,greater than 64,1,Tokyo,1
Joint life,greater than 64,2,Kanagawa,2
Joint life(Flexible),18-22,1,Aichi,3
Joint life(Flexible),18-22,1,Akita,1
Joint life(Flexible),18-22,1,Chiba,4
Joint life(Flexible),18-22,1,Ehime,1
Joint life(Flexible),18-22,1,Fukuoka,5
Joint life(Flexible),18-22,1,Gifu,2
Joint life(Flexible),18-22,1,Gunma,2
Joint life(Flexible),18-22,1,Hiroshima,1
Joint life(Flexible),18-22,1,Hokkaido,1
Joint life(Flexible),18-22,1,Hyōgo,2
Joint life(Flexible),18-22,1,Ibaraki,1
Joint life(Flexible),18-22,1,Kagawa,2
Joint life(Flexible),18-22,1,Kanagawa,3
Joint life(Flexible),18-22,1,Kumamoto,1
Joint life(Flexible),18-22,1,Kyoto,1
Joint life(Flexible),18-22,1,Miyagi,1
Joint life(Flexible),18-22,1,Miyazaki,1
Joint life(Flexible),18-22,1,Nara,1
Joint life(Flexible),18-22,1,Niigata,2
Joint life(Flexible),18-22,1,Okayama,1
Joint life(Flexible),18-22,1,Osaka,2
Joint life(Flexible),18-22,1,Saitama,3
Joint life(Flexible),18-22,1,Shiga,4
Joint life(Flexible),18-22,1,Shizuoka,2
Joint life(Flexible),18-22,1,Tokyo,6
Joint life(Flexible),18-22,1,Wakayama,1
Joint life(Flexible),18-22,1,Yamagata,1
Joint life(Flexible),18-22,1,Yamanashi,1
Joint life(Flexible),18-22,2,Aichi,2
Joint life(Flexible),18-22,2,Chiba,2
Joint life(Flexible),18-22,2,Fukuoka,2
Joint life(Flexible),18-22,2,Hiroshima,1
Joint life(Flexible),18-22,2,Hyōgo,2
Joint life(Flexible),18-22,2,Ibaraki,1
Joint life(Flexible),18-22,2,Ishikawa,1
Joint life(Flexible),18-22,2,Kagawa,1
Joint life(Flexible),18-22,2,Kanagawa,2
Joint life(Flexible),18-22,2,Kyoto,1
Joint life(Flexible),18-22,2,Osaka,1
Joint life(Flexible),18-22,2,Saitama,4
Joint life(Flexible),18-22,2,Tochigi,1
Joint life(Flexible),18-22,2,Tokyo,2
Joint life(Flexible),23-30,1,Aichi,27
Joint life(Flexible),23-30,1,Akita,7
Joint life(Flexible),23-30,1,Aomori,6
Joint life(Flexible),23-30,1,Chiba,27
Joint life(Flexible),23-30,1,Ehime,5
Joint life(Flexible),23-30,1,Fukui,4
Joint life(Flexible),23-30,1,Fukuoka,26
Joint life(Flexible),23-30,1,Fukushima,7
Joint life(Flexible),23-30,1,Gifu,8
Joint life(Flexible),23-30,1,Gunma,11
Joint life(Flexible),23-30,1,Hiroshima,16
Joint life(Flexible),23-30,1,Hokkaido,22
Joint life(Flexible),23-30,1,Hyōgo,21
Joint life(Flexible),23-30,1,Ibaraki,4
Joint life(Flexible),23-30,1,Ishikawa,10
Joint life(Flexible),23-30,1,Kagawa,11
Joint life(Flexible),23-30,1,Kagoshima,4
Joint life(Flexible),23-30,1,Kanagawa,29
Joint life(Flexible),23-30,1,Kochi,3
Joint life(Flexible),23-30,1,Kumamoto,3
Joint life(Flexible),23-30,1,Kyoto,14
Joint life(Flexible),23-30,1,Mie,6
Joint life(Flexible),23-30,1,Miyagi,8
Joint life(Flexible),23-30,1,Miyazaki,7
Joint life(Flexible),23-30,1,Nagano,2
Joint life(Flexible),23-30,1,Naoasaki,7
Joint life(Flexible),23-30,1,Nara,11
Joint life(Flexible),23-30,1,Niigata,10
Joint life(Flexible),23-30,1,Oita,6
Joint life(Flexible),23-30,1,Okayama,8
Joint life(Flexible),23-30,1,Okinawa,2
Joint life(Flexible),23-30,1,Osaka,38
Joint life(Flexible),23-30,1,Saga,5
Joint life(Flexible),23-30,1,Saitama,36
Joint life(Flexible),23-30,1,Shiga,5
Joint life(Flexible),23-30,1,Shimane,5
Joint life(Flexible),23-30,1,Shizuoka,13
Joint life(Flexible),23-30,1,Tochigi,3
Joint life(Flexible),23-30,1,Tokushima,3
Joint life(Flexible),23-30,1,Tokyo,52
Joint life(Flexible),23-30,1,Tottori,3
Joint life(Flexible),23-30,1,Toyama,6
Joint life(Flexible),23-30,1,Wakayama,5
Joint life(Flexible),23-30,1,Yamagata,5
Joint life(Flexible),23-30,1,Yamaguchi,13
Joint life(Flexible),23-30,1,Yamanashi,6
Joint life(Flexible),23-30,2,Aichi,8
Joint life(Flexible),23-30,2,Chiba,3
Joint life(Flexible),23-30,2,Ehime,1
Joint life(Flexible),23-30,2,Fukuoka,1
Joint life(Flexible),23-30,2,Fukushima,2
Joint life(Flexible),23-30,2,Gifu,1
Joint life(Flexible),23-30,2,Hyōgo,4
Joint life(Flexible),23-30,2,Ibaraki,1
Joint life(Flexible),23-30,2,Ishikawa,5
Joint life(Flexible),23-30,2,Kagawa,2
Joint life(Flexible),23-30,2,Kagoshima,1
Joint life(Flexible),23-30,2,Kanagawa,10
Joint life(Flexible),23-30,2,Kyoto,2
Joint life(Flexible),23-30,2,Miyazaki,4
Joint life(Flexible),23-30,2,Nagano,1
Joint life(Flexible),23-30,2,Niigata,4
Joint life(Flexible),23-30,2,Okayama,4
Joint life(Flexible),23-30,2,Osaka,6
Joint life(Flexible),23-30,2,Saga,1
Joint life(Flexible),23-30,2,Saitama,4
Joint life(Flexible),23-30,2,Shimane,1
Joint life(Flexible),23-30,2,Shizuoka,1
Joint life(Flexible),23-30,2,Tochigi,1
Joint life(Flexible),23-30,2,Tokushima,2
Joint life(Flexible),23-30,2,Tokyo,11
Joint life(Flexible),23-30,2,Toyama,2
Joint life(Flexible),23-30,2,Wakayama,1
Joint life(Flexible),23-30,2,Yamagata,1
Joint life(Flexible),31-40,1,Aichi,27
Joint life(Flexible),31-40,1,Akita,14
Joint life(Flexible),31-40,1,Aomori,10
Joint life(Flexible),31-40,1,Chiba,31
Joint life(Flexible),31-40,1,Ehime,7
Joint life(Flexible),31-40,1,Fukui,6
Joint life(Flexible),31-40,1,Fukuoka,31
Joint life(Flexible),31-40,1,Fukushima,7
Joint life(Flexible),31-40,1,Gifu,12
Joint life(Flexible),31-40,1,Gunma,10
Joint life(Flexible),31-40,1,Hiroshima,16
Joint life(Flexible),31-40,1,Hokkaido,18
Joint life(Flexible),31-40,1,Hyōgo,27
Joint life(Flexible),31-40,1,Ibaraki,20
Joint life(Flexible),31-40,1,Ishikawa,21
Joint life(Flexible),31-40,1,Kagawa,6
Joint life(Flexible),31-40,1,Kagoshima,6
Joint life(Flexible),31-40,1,Kanagawa,52
Joint life(Flexible),31-40,1,Kochi,5
Joint life(Flexible),31-40,1,Kumamoto,5
Joint life(Flexible),31-40,1,Kyoto,15
Joint life(Flexible),31-40,1,Mie,15
Joint life(Flexible),31-40,1,Miyagi,20
Joint life(Flexible),31-40,1,Miyazaki,6
Joint life(Flexible),31-40,1,Nagano,7
Joint life(Flexible),31-40,1,Naoasaki,4
Joint life(Flexible),31-40,1,Nara,9
Joint life(Flexible),31-40,1,Niigata,11
Joint life(Flexible),31-40,1,Oita,2
Joint life(Flexible),31-40,1,Okayama,7
Joint life(Flexible),31-40,1,Okinawa,2
Joint life(Flexible),31-40,1,Osaka,57
Joint life(Flexible),31-40,1,Saga,1
Joint life(Flexible),31-40,1,Saitama,37
Joint life(Flexible),31-40,1,Shiga,18
Joint life(Flexible),31-40,1,Shimane,4
Joint life(Flexible),31-40,1,Shizuoka,13
Joint life(Flexible),31-40,1,Tochigi,4
Joint life(Flexible),31-40,1,Tokushima,8
Joint life(Flexible),31-40,1,Tokyo,64
Joint life(Flexible),31-40,1,Tottori,1
Joint life(Flexible),31-40,1,Toyama,11
Joint life(Flexible),31-40,1,Wakayama,15
Joint life(Flexible),31-40,1,Yamagata,11
Joint life(Flexible),31-40,1,Yamaguchi,17
Joint life(Flexible),31-40,1,Yamanashi,4
Joint life(Flexible),31-40,2,Aichi,18
Joint life(Flexible),31-40,2,Akita,6
Joint life(Flexible),31-40,2,Chiba,4
Joint life(Flexible),31-40,2,Fukui,1
Joint life(Flexible),31-40,2,Fukuoka,8
Joint life(Flexible),31-40,2,Fukushima,2
Joint life(Flexible),31-40,2,Gifu,3
Joint life(Flexible),31-40,2,Gunma,2
Joint life(Flexible),31-40,2,Hiroshima,6
Joint life(Flexible),31-40,2,Hokkaido,6
Joint life(Flexible),31-40,2,Hyōgo,9
Joint life(Flexible),31-40,2,Ibaraki,15
Joint life(Flexible),31-40,2,Ishikawa,5
Joint life(Flexible),31-40,2,Kagawa,6
Joint life(Flexible),31-40,2,Kagoshima,1
Joint life(Flexible),31-40,2,Kanagawa,10
Joint life(Flexible),31-40,2,Kochi,3
Joint life(Flexible),31-40,2,Kumamoto,1
Joint life(Flexible),31-40,2,Kyoto,5
Joint life(Flexible),31-40,2,Mie,3
Joint life(Flexible),31-40,2,Miyagi,3
Joint life(Flexible),31-40,2,Miyazaki,3
Joint life(Flexible),31-40,2,Nagano,2
Joint life(Flexible),31-40,2,Naoasaki,3
Joint life(Flexible),31-40,2,Nara,2
Joint life(Flexible),31-40,2,Niigata,9
Joint life(Flexible),31-40,2,Okayama,2
Joint life(Flexible),31-40,2,Okinawa,2
Joint life(Flexible),31-40,2,Osaka,12
Joint life(Flexible),31-40,2,Saga,2
Joint life(Flexible),31-40,2,Saitama,12
Joint life(Flexible),31-40,2,Shiga,1
Joint life(Flexible),31-40,2,Shizuoka,2
Joint life(Flexible),31-40,2,Tochigi,4
Joint life(Flexible),31-40,2,Tokushima,1
Joint life(Flexible),31-40,2,Tokyo,26
Joint life(Flexible),31-40,2,Toyama,4
Joint life(Flexible),31-40,2,Wakayama,1
Joint life(Flexible),31-40,2,Yamagata,3
Joint life(Flexible),31-40,2,Yamaguchi,8
Joint life(Flexible),31-40,2,Yamanashi,2
Joint life(Flexible),41-50,1,Aichi,36
Joint life(Flexible),41-50,1,Akita,5
Joint life(Flexible),41-50,1,Aomori,11
Joint life(Flexible),41-50,1,Chiba,20
Joint life(Flexible),41-50,1,Ehime,3
Joint life(Flexible),41-50,1,Fukui,2
Joint life(Flexible),41-50,1,Fukuoka,28
Joint life(Flexible),41-50,1,Fukushima,6
Joint life(Flexible),41-50,1,Gifu,11
Joint life(Flexible),41-50,1,Gunma,7
Joint life(Flexible),41-50,1,Hiroshima,5
Joint life(Flexible),41-50,1,Hokkaido,13
Joint life(Flexible),41-50,1,Hyōgo,23
Joint life(Flexible),41-50,1,Ibaraki,30
Joint life(Flexible),41-50,1,Ishikawa,8
Joint life(Flexible),41-50,1,Kagawa,11
Joint life(Flexible),41-50,1,Kagoshima,4
Joint life(Flexible),41-50,1,Kanagawa,28
Joint life(Flexible),41-50,1,Kochi,4
Joint life(Flexible),41-50,1,Kumamoto,3
Joint life(Flexible),41-50,1,Kyoto,24
Joint life(Flexible),41-50,1,Mie,4
Joint life(Flexible),41-50,1,Miyagi,19
Joint life(Flexible),41-50,1,Miyazaki,4
Joint life(Flexible),41-50,1,Nagano,8
Joint life(Flexible),41-50,1,Naoasaki,5
Joint life(Flexible),41-50,1,Nara,8
Joint life(Flexible),41-50,1,Niigata,22
Joint life(Flexible),41-50,1,Oita,6
Joint life(Flexible),41-50,1,Okayama,8
Joint life(Flexible),41-50,1,Okinawa,1
Joint life(Flexible),41-50,1,Osaka,37
Joint life(Flexible),41-50,1,Saga,1
Joint life(Flexible),41-50,1,Saitama,11
Joint life(Flexible),41-50,1,Shiga,11
Joint life(Flexible),41-50,1,Shizuoka,12
Joint life(Flexible),41-50,1,Tochigi,3
Joint life(Flexible),41-50,1,Tokushima,6
Joint life(Flexible),41-50,1,Tokyo,40
Joint life(Flexible),41-50,1,Tottori,3
Joint life(Flexible),41-50,1,Toyama,9
Joint life(Flexible),41-50,1,Wakayama,7
Joint life(Flexible),41-50,1,Yamagata,9
Joint life(Flexible),41-50,1,Yamaguchi,11
Joint life(Flexible),41-50,1,Yamanashi,2
Joint life(Flexible),41-50,2,Aichi,12
Joint life(Flexible),41-50,2,Akita,4
Joint life(Flexible),41-50,2,Chiba,6
Joint life(Flexible),41-50,2,Ehime,3
Joint life(Flexible),41-50,2,Fukui,3
Joint life(Flexible),41-50,2,Fukuoka,18
Joint life(Flexible),41-50,2,Fukushima,3
Joint life(Flexible),41-50,2,Gifu,4
Joint life(Flexible),41-50,2,Gunma,2
Joint life(Flexible),41-50,2,Hiroshima,5
Joint life(Flexible),41-50,2,Hokkaido,9
Joint life(Flexible),41-50,2,Hyōgo,15
Joint life(Flexible),41-50,2,Ibaraki,14
Joint life(Flexible),41-50,2,Ishikawa,6
Joint life(Flexible),41-50,2,Kagawa,5
Joint life(Flexible),41-50,2,Kagoshima,2
Joint life(Flexible),41-50,2,Kanagawa,13
Joint life(Flexible),41-50,2,Kochi,1
Joint life(Flexible),41-50,2,Kumamoto,1
Joint life(Flexible),41-50,2,Kyoto,7
Joint life(Flexible),41-50,2,Mie,1
Joint life(Flexible),41-50,2,Miyagi,2
Joint life(Flexible),41-50,2,Miyazaki,5
Joint life(Flexible),41-50,2,Nagano,3
Joint life(Flexible),41-50,2,Naoasaki,1
Joint life(Flexible),41-50,2,Nara,5
Joint life(Flexible),41-50,2,Niigata,24
Joint life(Flexible),41-50,2,Oita,2
Joint life(Flexible),41-50,2,Okayama,11
Joint life(Flexible),41-50,2,Okinawa,1
Joint life(Flexible),41-50,2,Osaka,17
Joint life(Flexible),41-50,2,Saitama,12
Joint life(Flexible),41-50,2,Shiga,6
Joint life(Flexible),41-50,2,Shizuoka,9
Joint life(Flexible),41-50,2,Tochigi,4
Joint life(Flexible),41-50,2,Tokyo,16
Joint life(Flexible),41-50,2,Tottori,2
Joint life(Flexible),41-50,2,Toyama,4
Joint life(Flexible),41-50,2,Wakayama,1
Joint life(Flexible),41-50,2,Yamagata,3
Joint life(Flexible),41-50,2,Yamaguchi,3
Joint life(Flexible),51-60,1,Aichi,12
Joint life(Flexible),51-60,1,Akita,3
Joint life(Flexible),51-60,1,Aomori,3
Joint life(Flexible),51-60,1,Chiba,24
Joint life(Flexible),51-60,1,Ehime,3
Joint life(Flexible),51-60,1,Fukui,1
Joint life(Flexible),51-60,1,Fukuoka,17
Joint life(Flexible),51-60,1,Fukushima,5
Joint life(Flexible),51-60,1,Gifu,3
